Population size,Life span (sec),Max generations,New genes probability,Mutation rate,Selection function,Crossover operator
100,30,100,0.200000,0.100000,Roulette,One point
,,,,Roulette sections,100,
,,,,Tournament members,2,
,,,,,,
53,7.000000,387.269989,706.603699,155.048080,63.423759,56.908741,47.897953,50.930344,79.858307,79.397743,79.070999,78.539482,30.874834,31.960432,31.135422,31.408361,<-0.700218 | 21.300138>,<-40.150448 | -24.701809>,<2.408734 | 28.185308>,<-45.655373 | -29.233532>,<141.083130 | 141.083130>,<-0.608234 | -0.608234>,<153.312897 | 153.312897>,<-0.604706 | -0.604706>,<-155.011795 | -155.011795>,<-149.567352 | -149.567352>,<-77.846153 | -77.846153>,<-147.381378 | -147.381378>
54,5.000000,422.869995,764.628601,157.077942,63.472637,58.937469,46.971886,49.811100,79.858307,79.397743,78.520538,78.539482,30.440514,32.628891,31.135422,31.408361,<-1.620260 | 18.487846>,<-37.809841 | -23.851912>,<0.240958 | 24.047964>,<-42.446323 | -28.696306>,<134.904694 | 134.904694>,<-0.608234 | -0.608234>,<150.920685 | 150.920685>,<-0.735428 | -0.735428>,<-108.453522 | -108.453522>,<-149.567352 | -149.567352>,<-97.844360 | -97.844360>,<-147.381378 | -147.381378>
55,5.000000,446.269989,841.925415,176.707214,63.286022,58.851944,47.913109,48.421787,79.858307,78.940857,79.605896,78.539482,30.874834,32.087265,31.135422,31.408361,<-0.897883 | 19.993397>,<-39.355282 | -24.200329>,<0.392655 | 23.824524>,<-42.007862 | -26.534945>,<134.904694 | 134.904694>,<-1.948174 | -1.948174>,<135.588654 | 135.588654>,<-0.735428 | -0.735428>,<-127.852844 | -127.852844>,<-153.816162 | -153.816162>,<-107.974564 | -107.974564>,<-147.381378 | -147.381378>
56,10.000000,366.559998,700.364746,144.940750,63.167637,58.349766,46.664284,48.378639,79.858307,77.291176,78.220291,79.039322,30.552691,31.300350,30.449755,31.408361,<-6.049314 | 22.097570>,<-40.426884 | -24.778040>,<-1.749822 | 27.024284>,<-45.170341 | -27.117382>,<159.246185 | 159.246185>,<-1.652428 | -1.652428>,<157.624451 | 157.624451>,<-0.735428 | -0.735428>,<-158.039459 | -158.039459>,<-156.105469 | -156.105469>,<-131.606171 | -131.606171>,<-151.455750 | -151.455750>
57,8.000000,399.220001,763.829346,182.753052,61.751053,58.541840,47.528763,47.763496,79.858307,77.507355,77.725098,78.539482,30.874834,30.168669,31.135422,31.408361,<-1.925582 | 19.349258>,<-40.101482 | -26.645544>,<2.148569 | 24.134085>,<-41.485863 | -25.969736>,<134.904694 | 134.904694>,<-3.766808 | -3.766808>,<117.874023 | 117.874023>,<-0.735428 | -0.735428>,<-103.637344 | -103.637344>,<-149.567352 | -149.567352>,<-120.593575 | -120.593575>,<-143.646912 | -143.646912>
58,5.000000,413.720001,766.058960,186.261215,62.685566,58.515839,46.357948,47.079090,79.858307,74.950493,77.725098,78.539482,30.783323,32.628891,30.562155,31.408361,<-1.404253 | 16.967579>,<-36.308399 | -24.316811>,<1.571635 | 22.687832>,<-40.864857 | -28.631220>,<114.543823 | 114.543823>,<-3.766808 | -3.766808>,<158.190979 | 158.190979>,<-0.735428 | -0.735428>,<-150.570816 | -150.570816>,<-133.105972 | -133.105972>,<-136.344513 | -136.344513>,<-148.358322 | -148.358322>
59,7.000000,358.980011,667.514526,155.427002,63.046398,58.609486,44.952892,46.493683,79.858307,79.923943,77.725098,78.539482,30.783323,34.312157,31.135422,31.408361,<-3.335644 | 20.039648>,<-37.655560 | -24.647541>,<0.237953 | 28.056005>,<-40.474884 | -26.761463>,<149.386475 | 149.386475>,<-1.460972 | -1.460972>,<158.481140 | 158.481140>,<-0.735428 | -0.735428>,<-144.544205 | -144.544205>,<-152.720474 | -152.720474>,<-126.161911 | -126.161911>,<-153.564835 | -153.564835>
60,8.000000,340.779999,582.670959,85.454048,61.622627,57.152664,45.049248,46.655079,79.858307,74.950493,75.674110,78.539482,30.783323,30.268894,30.455702,31.408361,<-2.438481 | 18.677168>,<-39.147770 | -25.227932>,<1.256407 | 24.473276>,<-42.832150 | -25.890549>,<150.755035 | 150.755035>,<-1.460972 | -1.460972>,<134.049286 | 134.049286>,<-0.735428 | -0.735428>,<-75.902367 | -75.902367>,<-110.320587 | -110.320587>,<-159.354904 | -159.354904>,<-153.564835 | -153.564835>
61,7.000000,366.309998,620.981934,182.071289,61.534359,57.775879,46.524235,46.643105,79.858307,79.585770,75.674110,78.539482,30.783323,32.887344,31.135422,30.207235,<-0.693191 | 17.482407>,<-36.854507 | -24.189125>,<-0.473376 | 24.847919>,<-39.561466 | -26.945591>,<91.124344 | 91.124344>,<-1.460972 | -1.460972>,<111.368439 | 111.368439>,<-0.735428 | -0.735428>,<-145.215500 | -145.215500>,<-156.882202 | -156.882202>,<-149.991150 | -149.991150>,<-153.496048 | -153.496048>
62,6.000000,423.260010,757.334656,163.077774,61.633488,58.484032,46.354931,47.676598,79.858307,79.585770,75.674110,79.964470,30.783323,30.063343,31.135422,31.408361,<-0.997863 | 17.103212>,<-35.350811 | -22.491699>,<3.459393 | 23.119862>,<-39.863411 | -27.557646>,<77.826691 | 77.826691>,<-1.460972 | -1.460972>,<144.302826 | 144.302826>,<-0.735428 | -0.735428>,<-145.215500 | -145.215500>,<-105.206268 | -105.206268>,<-91.629547 | -91.629547>,<-153.496048 | -153.496048>
63,12.000000,369.549988,760.662231,178.985519,64.153412,57.793663,48.607983,48.575474,79.858307,78.457100,75.674110,79.964470,30.783323,30.063343,31.135422,31.408361,<0.397980 | 20.999208>,<-41.149780 | -24.039261>,<1.206109 | 27.104990>,<-39.503368 | -26.117973>,<159.795837 | 159.795837>,<-1.460972 | -1.460972>,<150.646545 | 150.646545>,<-0.735428 | -0.735428>,<-146.121597 | -146.121597>,<-154.613327 | -154.613327>,<-76.745308 | -76.745308>,<-128.680588 | -128.680588>
64,5.000000,455.350006,730.702515,195.586884,65.434319,58.102345,47.918770,49.585609,79.858307,74.950493,75.674110,79.964470,30.783323,30.063343,31.135422,31.408361,<1.095231 | 17.298294>,<-37.942451 | -24.579723>,<1.564594 | 22.743341>,<-36.602211 | -25.579599>,<134.501770 | 134.501770>,<-1.460972 | -1.460972>,<120.292053 | 120.292053>,<-0.735428 | -0.735428>,<-146.331085 | -146.331085>,<-103.144966 | -103.144966>,<-138.461700 | -138.461700>,<-157.086441 | -157.086441>
65,7.000000,451.709991,724.530090,178.679520,63.825039,57.416260,47.059361,50.171505,79.858307,76.281555,75.674110,79.964470,30.783323,30.063343,31.135422,30.332245,<2.173737 | 17.203878>,<-36.635635 | -23.296465>,<0.932603 | 21.729763>,<-35.206287 | -23.203436>,<100.920410 | 100.920410>,<-1.203579 | -1.203579>,<78.188766 | 78.188766>,<-0.735428 | -0.735428>,<-96.912018 | -96.912018>,<-111.443626 | -111.443626>,<-157.265976 | -157.265976>,<-123.601738 | -123.601738>
66,5.000000,449.790009,765.289429,179.065674,66.466461,56.648956,47.025448,48.107735,79.858307,76.281555,75.674110,78.490990,36.170921,30.063343,30.623262,30.332245,<2.161232 | 19.376488>,<-39.369236 | -25.409266>,<1.673880 | 20.409208>,<-33.736172 | -22.443064>,<154.642700 | 154.642700>,<-1.203579 | -1.203579>,<107.694031 | 107.694031>,<-0.735428 | -0.735428>,<-132.758255 | -132.758255>,<-138.410522 | -138.410522>,<-138.761520 | -138.761520>,<-112.826294 | -112.826294>
67,11.000000,413.980011,722.279114,111.599060,66.048431,57.271698,47.826866,49.537125,79.858307,78.667099,78.328735,79.283142,32.690884,30.063343,31.135422,31.408361,<-4.721323 | 20.956928>,<-45.735451 | -28.650076>,<1.064330 | 24.112499>,<-38.974228 | -26.868858>,<154.286255 | 154.286255>,<-1.783161 | -1.783161>,<155.057739 | 155.057739>,<-0.735428 | -0.735428>,<-144.278702 | -144.278702>,<-158.207809 | -158.207809>,<-94.396652 | -94.396652>,<-149.320618 | -149.320618>
68,2.000000,431.660004,788.914551,156.246597,68.515007,58.087677,47.362953,49.400616,79.858307,78.667099,78.328735,79.283142,33.319916,30.063343,31.135422,31.408361,<3.201540 | 15.089670>,<-38.869488 | -26.561192>,<2.834930 | 20.296307>,<-30.369190 | -20.510170>,<100.245621 | 100.245621>,<-0.296349 | -0.296349>,<80.415283 | 80.415283>,<-0.735428 | -0.735428>,<-48.964054 | -48.964054>,<-107.326614 | -107.326614>,<-104.654449 | -104.654449>,<-108.916847 | -108.916847>
69,8.000000,416.149994,860.947998,159.234436,67.554199,57.404537,45.958569,49.537777,79.858307,78.667099,78.940163,79.283142,39.870045,30.063343,30.533829,31.408361,<2.601429 | 20.980253>,<-46.741058 | -29.372252>,<-1.153404 | 26.842958>,<-37.965786 | -25.511847>,<141.314667 | 141.314667>,<-2.118027 | -2.118027>,<150.500458 | 150.500458>,<-0.735428 | -0.735428>,<-119.860039 | -119.860039>,<-140.797943 | -140.797943>,<-143.612610 | -143.612610>,<-134.339203 | -134.339203>
70,8.000000,409.429993,693.036804,151.737686,67.477676,57.989735,46.121441,50.760445,79.858307,78.667099,78.940163,79.283142,38.835079,30.063343,30.533829,31.408361,<2.698083 | 20.602652>,<-45.560947 | -30.897057>,<0.443161 | 23.213711>,<-39.976917 | -25.890547>,<112.942444 | 112.942444>,<-3.766808 | -3.766808>,<150.500458 | 150.500458>,<-0.735428 | -0.735428>,<-149.174469 | -149.174469>,<-126.881035 | -126.881035>,<-103.251450 | -103.251450>,<-130.434952 | -130.434952>
71,9.000000,422.950012,770.980286,137.505463,64.467369,59.693653,48.689442,50.237991,79.858307,78.667099,78.940163,79.283142,32.123230,30.063343,30.533829,31.408361,<1.325658 | 20.513662>,<-47.050369 | -30.573137>,<-1.057865 | 27.136709>,<-40.775700 | -26.428150>,<151.468231 | 151.468231>,<-3.766808 | -3.766808>,<139.493439 | 139.493439>,<-0.735428 | -0.735428>,<-149.174469 | -149.174469>,<-150.554230 | -150.554230>,<-137.675232 | -137.675232>,<-145.007248 | -145.007248>
72,6.000000,418.059998,752.197571,153.293259,65.110710,61.584332,47.538380,49.304840,79.858307,78.667099,78.940163,79.283142,30.266968,34.312157,30.533829,31.408361,<2.778694 | 18.547108>,<-46.631115 | -31.687590>,<0.822493 | 20.811600>,<-39.022808 | -25.981749>,<129.090668 | 129.090668>,<-3.766808 | -3.766808>,<92.674393 | 92.674393>,<-0.735428 | -0.735428>,<-154.333527 | -154.333527>,<-157.673584 | -157.673584>,<-73.235855 | -73.235855>,<-155.499603 | -155.499603>
73,14.000000,394.369995,721.102051,150.472198,64.932831,59.665970,48.862309,49.034866,79.858307,78.667099,79.383987,79.283142,32.653385,30.157290,30.431118,31.408361,<-0.023620 | 23.260523>,<-49.157555 | -31.010418>,<-3.758888 | 26.772312>,<-44.155228 | -25.497375>,<130.790771 | 130.790771>,<-1.234184 | -1.234184>,<150.201447 | 150.201447>,<-0.735428 | -0.735428>,<-149.353378 | -149.353378>,<-148.566254 | -148.566254>,<-155.958054 | -155.958054>,<-129.639771 | -129.639771>
74,10.000000,404.390015,778.393433,112.456718,65.146263,59.285805,47.527699,49.240597,79.858307,78.667099,78.940163,79.329826,32.653385,34.312157,31.135422,31.408361,<0.070215 | 21.125889>,<-45.601063 | -29.940327>,<-0.461795 | 26.358299>,<-41.061195 | -25.810026>,<136.626587 | 136.626587>,<-1.966175 | -1.966175>,<144.115540 | 144.115540>,<-0.735428 | -0.735428>,<-90.805267 | -90.805267>,<-152.353836 | -152.353836>,<-138.724991 | -138.724991>,<-150.973343 | -150.973343>
75,8.000000,400.820007,766.188110,128.776093,64.810768,59.284161,46.887344,48.850170,79.858307,78.667099,78.940163,79.329826,32.754147,34.312157,31.135422,30.495930,<1.496721 | 18.444284>,<-43.564972 | -31.412621>,<3.693063 | 24.689163>,<-43.628765 | -26.938047>,<136.626587 | 136.626587>,<-1.966175 | -1.966175>,<144.115540 | 144.115540>,<-0.735428 | -0.735428>,<-128.459290 | -128.459290>,<-152.353836 | -152.353836>,<-118.125648 | -118.125648>,<-148.941299 | -148.941299>
76,8.000000,407.410004,765.938538,145.866623,65.586975,58.628117,47.942364,47.694004,79.858307,78.667099,78.940163,79.283142,30.538803,32.892502,31.135422,30.065203,<0.152304 | 18.913437>,<-44.100216 | -29.311104>,<3.279930 | 23.788200>,<-40.246597 | -23.841887>,<141.046844 | 141.046844>,<-2.662476 | -2.662476>,<134.941528 | 134.941528>,<-0.382774 | -0.382774>,<-87.952515 | -87.952515>,<-152.353836 | -152.353836>,<-102.797928 | -102.797928>,<-141.910202 | -141.910202>
77,6.000000,410.410004,804.590088,164.779221,64.855423,57.840485,46.741127,47.973091,79.858307,78.667099,78.940163,78.490990,30.538803,31.530128,31.135422,30.560892,<3.685586 | 20.670643>,<-44.901642 | -28.677664>,<5.774894 | 27.560463>,<-41.097836 | -25.263863>,<141.515869 | 141.515869>,<-1.179436 | -1.179436>,<157.289551 | 157.289551>,<-0.382774 | -0.382774>,<-114.485107 | -114.485107>,<-152.353836 | -152.353836>,<-105.099144 | -105.099144>,<-137.395569 | -137.395569>
78,2.000000,457.679993,800.507996,159.785980,65.700699,58.198544,45.781883,49.104946,79.858307,78.667099,78.940163,78.490990,33.730965,31.530128,30.399773,30.560892,<3.011195 | 16.266521>,<-40.022789 | -27.785568>,<3.937488 | 24.036249>,<-39.410267 | -25.449257>,<136.088043 | 136.088043>,<-1.179436 | -1.179436>,<133.249969 | 133.249969>,<-0.382774 | -0.382774>,<-34.840584 | -34.840584>,<-133.676743 | -133.676743>,<-124.948967 | -124.948967>,<-152.728378 | -152.728378>
79,9.000000,388.700012,777.485229,160.676926,65.184792,57.033249,45.154018,52.633369,79.858307,77.772949,78.940163,78.503052,31.026320,30.767359,30.399773,30.560892,<-1.538911 | 17.672228>,<-43.262905 | -27.405605>,<3.027376 | 29.760307>,<-42.673550 | -26.368208>,<121.516876 | 121.516876>,<-0.418579 | -0.418579>,<149.978210 | 149.978210>,<-0.250092 | -0.250092>,<-159.260422 | -159.260422>,<-153.809067 | -153.809067>,<-150.097397 | -150.097397>,<-158.235855 | -158.235855>
80,7.000000,389.140015,770.798096,166.376389,65.612396,58.137665,44.651554,52.773975,79.858307,79.808151,78.940163,78.503052,33.915672,30.767359,30.399773,30.560892,<2.633626 | 21.074352>,<-41.448101 | -25.630268>,<2.202283 | 28.621374>,<-43.682594 | -28.995262>,<147.838257 | 147.838257>,<-0.590988 | -0.590988>,<153.735321 | 153.735321>,<-0.735428 | -0.735428>,<-103.701736 | -103.701736>,<-142.289398 | -142.289398>,<-112.189636 | -112.189636>,<-155.586899 | -155.586899>
81,9.000000,391.529999,642.073181,177.147247,64.711456,58.947094,46.052032,52.651695,79.858307,79.808151,78.940163,78.490990,33.915672,30.767359,30.399773,30.560892,<1.253182 | 22.660337>,<-44.975674 | -27.873421>,<4.332302 | 31.041584>,<-47.287979 | -31.453396>,<153.086884 | 153.086884>,<-0.590988 | -0.590988>,<155.880829 | 155.880829>,<-0.735428 | -0.735428>,<-103.746582 | -103.746582>,<-141.602234 | -141.602234>,<-112.189636 | -112.189636>,<-155.586899 | -155.586899>
82,11.000000,409.089996,781.111328,209.991287,63.190205,59.508701,45.350121,52.916908,79.858307,79.808151,78.940163,79.025536,36.195049,30.767359,30.399773,31.408361,<-0.317770 | 18.009445>,<-41.599667 | -26.546925>,<2.690528 | 28.685484>,<-46.987389 | -32.200863>,<95.644867 | 95.644867>,<-3.563400 | -3.563400>,<128.306641 | 128.306641>,<-0.735428 | -0.735428>,<-95.407379 | -95.407379>,<-156.223099 | -156.223099>,<-91.520561 | -91.520561>,<-140.070297 | -140.070297>
83,7.000000,396.489990,693.345520,130.647415,61.623013,57.732948,44.180893,52.658848,79.858307,79.808151,79.463585,78.490990,39.942566,30.767359,30.399773,31.408361,<3.889890 | 19.187960>,<-38.490108 | -25.313959>,<1.418548 | 26.885933>,<-45.989048 | -29.024345>,<155.524017 | 155.524017>,<-3.766808 | -3.766808>,<103.788574 | 103.788574>,<-0.735428 | -0.735428>,<-73.324150 | -73.324150>,<-122.550720 | -122.550720>,<-155.787811 | -155.787811>,<-142.513809 | -142.513809>
84,6.000000,405.880005,774.048462,123.500481,62.042885,57.236782,45.524757,53.659458,79.858307,79.808151,79.967926,78.490990,33.922840,30.767359,30.399773,31.408361,<1.525270 | 19.728235>,<-40.445538 | -27.578453>,<4.063270 | 29.872366>,<-45.639366 | -31.369190>,<133.492859 | 133.492859>,<-3.766808 | -3.766808>,<154.155640 | 154.155640>,<-0.735428 | -0.735428>,<-117.069458 | -117.069458>,<-129.029480 | -129.029480>,<-155.212204 | -155.212204>,<-140.070297 | -140.070297>
85,5.000000,440.920013,782.898071,93.557091,61.908241,58.509377,46.010548,54.072731,79.858307,77.772949,78.976822,78.490990,33.246574,30.767359,30.790133,31.408361,<1.016684 | 19.003502>,<-40.778568 | -30.212879>,<6.139212 | 26.757265>,<-42.369701 | -29.430840>,<133.492859 | 133.492859>,<-3.766808 | -3.766808>,<146.772430 | 146.772430>,<-0.735428 | -0.735428>,<-149.184174 | -149.184174>,<-141.136230 | -141.136230>,<-87.455322 | -87.455322>,<-145.067017 | -145.067017>
86,6.000000,438.209991,770.994263,88.530334,61.388550,59.851627,45.795822,53.232895,79.964394,77.772949,78.976822,78.490990,33.246574,30.767359,30.194691,31.408361,<-2.547258 | 19.185223>,<-41.108780 | -29.493956>,<5.266843 | 29.972946>,<-45.803391 | -29.334274>,<133.492859 | 133.492859>,<-2.583664 | -2.583664>,<146.772430 | 146.772430>,<-0.735428 | -0.735428>,<-154.171249 | -154.171249>,<-141.136230 | -141.136230>,<-92.523712 | -92.523712>,<-145.067017 | -145.067017>
87,8.000000,415.609985,852.027710,137.906158,62.218719,58.591053,47.368935,54.672653,79.964394,77.772949,79.889023,78.490990,32.215771,30.767359,30.194691,30.866125,<-0.256573 | 21.142345>,<-39.054535 | -24.583010>,<1.894010 | 31.021473>,<-47.587791 | -30.139765>,<149.147308 | 149.147308>,<-0.632462 | -0.632462>,<143.545258 | 143.545258>,<-0.735428 | -0.735428>,<-154.171249 | -154.171249>,<-140.323349 | -140.323349>,<-87.744179 | -87.744179>,<-126.431229 | -126.431229>
88,9.000000,401.779999,845.732727,132.557938,61.142044,57.299175,48.056488,53.402950,79.964394,77.772949,79.889023,78.490990,30.575584,30.712395,30.194691,30.866125,<0.218790 | 21.786301>,<-43.798084 | -28.781693>,<0.302021 | 30.466913>,<-48.264282 | -31.056616>,<133.492859 | 133.492859>,<-2.111012 | -2.111012>,<143.545258 | 143.545258>,<-0.735428 | -0.735428>,<-117.069458 | -117.069458>,<-141.362000 | -141.362000>,<-110.592567 | -110.592567>,<-146.042450 | -146.042450>
89,7.000000,394.440002,849.631287,156.021332,61.975060,56.142441,46.600830,54.338322,79.469482,77.772949,79.889023,78.490990,32.944366,30.049126,30.047775,31.408361,<3.478128 | 22.308273>,<-41.433281 | -27.294512>,<3.247845 | 31.637474>,<-44.313805 | -30.700190>,<130.397919 | 130.397919>,<-2.038101 | -2.038101>,<144.076965 | 144.076965>,<-0.735428 | -0.735428>,<-104.872169 | -104.872169>,<-140.178406 | -140.178406>,<-154.237900 | -154.237900>,<-124.424812 | -124.424812>
90,14.000000,351.359985,770.498962,89.536255,60.464493,57.633564,46.706593,54.902252,78.644905,79.000465,79.889023,78.490990,31.703308,30.712395,30.047775,30.548609,<-2.610334 | 23.034363>,<-41.817699 | -25.387344>,<3.993306 | 36.715557>,<-48.163822 | -33.205177>,<130.832489 | 130.832489>,<-0.168434 | -0.168434>,<156.701721 | 156.701721>,<-0.950977 | -0.950977>,<-116.915161 | -116.915161>,<-153.339081 | -153.339081>,<-136.503464 | -136.503464>,<-152.983963 | -152.983963>
91,11.000000,397.359985,743.696960,118.519676,61.597881,58.993393,46.487720,53.660786,78.644905,79.000465,79.889023,78.490990,30.091549,30.767359,30.790133,30.783590,<1.423319 | 21.752651>,<-40.075569 | -25.366301>,<2.268847 | 36.316402>,<-48.967575 | -33.926857>,<107.246155 | 107.246155>,<-0.472729 | -0.472729>,<146.863190 | 146.863190>,<-0.950977 | -0.950977>,<-140.324844 | -140.324844>,<-153.339081 | -153.339081>,<-91.337990 | -91.337990>,<-147.842667 | -147.842667>
92,3.000000,390.019989,755.359192,124.522720,60.883835,60.871857,45.701099,54.456844,78.923553,79.000465,79.889023,79.023567,32.944366,30.767359,30.790133,31.408361,<1.406215 | 21.064478>,<-40.384430 | -25.294659>,<6.325983 | 33.261356>,<-45.961517 | -31.051508>,<107.246155 | 107.246155>,<-0.472729 | -0.472729>,<146.863190 | 146.863190>,<-0.267319 | -0.267319>,<-125.662621 | -125.662621>,<-153.339081 | -153.339081>,<-100.043785 | -100.043785>,<-147.842667 | -147.842667>
93,9.000000,388.559998,745.631409,125.122307,61.250423,61.947598,46.321484,54.710678,78.923553,79.000465,79.889023,79.023567,32.944366,30.767359,31.135422,31.419943,<0.958655 | 24.798147>,<-45.542324 | -27.307716>,<4.236753 | 34.197765>,<-50.153152 | -34.281410>,<155.161377 | 155.161377>,<-0.244919 | -0.244919>,<146.863190 | 146.863190>,<-0.267319 | -0.267319>,<-133.616501 | -133.616501>,<-153.339081 | -153.339081>,<-88.039169 | -88.039169>,<-147.842667 | -147.842667>
94,10.000000,386.779999,811.746155,126.542374,60.460922,61.807362,47.826771,54.192276,79.025749,79.016769,79.995094,79.492294,31.361057,30.767359,31.135422,30.888920,<2.647324 | 25.347542>,<-45.703335 | -27.179283>,<4.901894 | 36.305565>,<-53.007980 | -33.191833>,<153.846497 | 153.846497>,<-0.472729 | -0.472729>,<146.863190 | 146.863190>,<-0.267319 | -0.267319>,<-140.692886 | -140.692886>,<-156.018066 | -156.018066>,<-157.394562 | -157.394562>,<-151.509430 | -151.509430>
95,6.000000,386.170013,799.892700,125.151276,60.317982,61.317310,48.151146,52.923115,79.025749,78.798584,79.889023,79.492294,30.111609,30.767359,30.405056,31.419943,<4.744586 | 22.966822>,<-42.728050 | -24.662405>,<6.411174 | 31.540537>,<-51.698261 | -33.246147>,<153.846497 | 153.846497>,<-0.472729 | -0.472729>,<146.863190 | 146.863190>,<-0.267319 | -0.267319>,<-155.187210 | -155.187210>,<-153.339081 | -153.339081>,<-67.313126 | -67.313126>,<-155.074921 | -155.074921>
96,8.000000,389.380005,768.324890,122.684799,58.854370,60.546265,50.276424,53.700417,79.025749,78.798584,79.889023,79.023567,32.944366,30.692802,31.135422,31.419943,<0.628427 | 22.124395>,<-39.186752 | -23.447773>,<11.153826 | 29.459023>,<-47.155464 | -32.061024>,<153.846497 | 153.846497>,<-0.907005 | -0.907005>,<120.418427 | 120.418427>,<-0.267319 | -0.267319>,<-149.478607 | -149.478607>,<-156.996704 | -156.996704>,<-31.190796 | -31.190796>,<-141.531952 | -141.531952>
97,6.000000,416.709991,797.876770,157.959915,61.725269,63.044781,48.534702,54.678677,79.025749,78.798584,79.889023,79.023567,32.944366,30.767359,31.135422,32.685074,<1.885262 | 23.271185>,<-36.980263 | -23.048557>,<7.817215 | 28.081543>,<-43.747383 | -30.594917>,<156.912476 | 156.912476>,<-1.648178 | -1.648178>,<153.955536 | 153.955536>,<-0.267319 | -0.267319>,<-149.155441 | -149.155441>,<-151.373459 | -151.373459>,<-86.117035 | -86.117035>,<-141.531952 | -141.531952>
98,7.000000,415.779999,760.703979,190.458603,59.688793,61.545029,49.656715,55.370747,79.025749,79.581085,79.889023,79.164963,32.944366,30.642258,31.135422,31.579523,<1.535654 | 20.507479>,<-37.533031 | -21.672907>,<6.307892 | 27.732738>,<-46.686348 | -31.006060>,<153.846497 | 153.846497>,<-0.176476 | -0.176476>,<128.963989 | 128.963989>,<-0.267319 | -0.267319>,<-118.096519 | -118.096519>,<-131.605270 | -131.605270>,<-130.873352 | -130.873352>,<-149.335800 | -149.335800>
99,4.000000,402.070007,890.943604,172.724716,58.762417,61.588745,51.320084,53.359585,77.211136,79.712051,79.889023,79.023567,30.220877,30.642258,31.135422,31.579523,<2.132692 | 16.812946>,<-36.006512 | -22.065281>,<5.216093 | 25.611923>,<-41.974262 | -26.278786>,<84.437424 | 84.437424>,<-1.648178 | -1.648178>,<127.363464 | 127.363464>,<-0.267319 | -0.267319>,<-128.942505 | -128.942505>,<-125.128754 | -125.128754>,<-88.932938 | -88.932938>,<-109.245857 | -109.245857>
100,6.000000,396.730011,725.667175,53.640244,58.077427,59.615772,51.472496,51.388515,79.183304,78.798584,79.889023,79.819641,32.944366,30.642258,31.135422,30.480495,<3.350149 | 18.643957>,<-37.948673 | -22.528215>,<5.275835 | 26.474546>,<-43.249722 | -26.670155>,<93.806854 | 93.806854>,<-2.599678 | -2.599678>,<112.749695 | 112.749695>,<-0.267319 | -0.267319>,<-80.232422 | -80.232422>,<-112.343277 | -112.343277>,<-76.537910 | -76.537910>,<-117.694199 | -117.694199>
Average: ,8.770000,380.118256,730.291504,144.081421
Generation,Death percentage,Average fitness,Top fitness,Min fitness,Average hip1 velocity,Average knee1 velocity,Average hip2 velocity,Average knee2 velocity,Top hip1 velocity,Top knee1 velocity,Top hip2 velocity,Top knee2 velocity,Min hip1 velocity,Min knee1 velocity,Min hip2 velocity,Min knee2 velocity,Average hip1 rotation,Average knee1 rotation,Average hip2 rotation,Average knee2 rotation,Top hip1 rotation,Top knee1 rotation,Top hip2 rotation,Top knee2 rotation,Min hip1 rotation,Min knee1 rotation,Min hip2 rotation,Min knee2 rotation
