54,28.000000,216.919998,569.421936,133.027145,54.823055,55.898800,57.731190,54.094585,79.427086,79.968979,79.941971,79.361801,30.718176,30.743046,30.002279,31.261879,<-5.940985 | 40.375774>,<-59.835011 | -34.029957>,<-10.078041 | 41.391670>,<-61.229568 | -27.674126>,<154.285004 | 154.285004>,<-0.428780 | -0.428780>,<157.291626 | 157.291626>,<-0.079731 | -0.079731>,<-128.928375 | -128.928375>,<-159.494568 | -159.494568>,<-156.423035 | -156.423035>,<-155.235062 | -155.235062>
55,24.000000,243.039993,565.137817,157.271225,56.689709,56.239342,57.489761,54.380981,79.427086,79.416992,79.941971,79.361801,30.601015,30.743046,30.002279,30.031958,<-5.761827 | 43.511806>,<-62.214966 | -34.617550>,<-8.235222 | 44.749237>,<-58.972900 | -28.285933>,<150.356079 | 150.356079>,<-0.428780 | -0.428780>,<157.291626 | 157.291626>,<-0.079731 | -0.079731>,<-128.928375 | -128.928375>,<-159.494568 | -159.494568>,<-156.654297 | -156.654297>,<-155.235062 | -155.235062>
56,23.000000,243.509995,557.043823,140.667709,56.544945,56.464710,57.541225,54.232037,79.427086,79.416992,79.941971,79.295456,31.041731,30.140339,31.508421,30.031958,<-3.115870 | 40.817318>,<-56.801258 | -30.563122>,<-7.041690 | 43.856724>,<-58.454742 | -28.511620>,<156.758362 | 156.758362>,<-0.881359 | -0.881359>,<157.291626 | 157.291626>,<-0.079731 | -0.079731>,<-136.806793 | -136.806793>,<-158.857895 | -158.857895>,<-133.792648 | -133.792648>,<-156.512482 | -156.512482>
57,20.000000,251.100006,638.212646,123.360611,55.014339,57.319683,57.028465,54.342720,77.832275,79.846527,79.941971,78.602264,31.041731,30.140339,30.834007,30.031958,<1.391190 | 42.233437>,<-55.073837 | -27.986069>,<-5.916450 | 41.160988>,<-56.229527 | -26.183128>,<141.814148 | 141.814148>,<-0.580853 | -0.580853>,<157.291626 | 157.291626>,<-0.079731 | -0.079731>,<-158.372131 | -158.372131>,<-158.857895 | -158.857895>,<-144.731354 | -144.731354>,<-149.916504 | -149.916504>
58,21.000000,259.859985,573.225769,98.399521,52.878170,54.344227,56.048935,52.900742,77.832275,79.416992,79.941971,78.602264,30.869890,30.140339,30.834007,30.031958,<0.972082 | 43.791336>,<-50.790585 | -27.261839>,<-14.712641 | 40.225609>,<-58.283237 | -26.611652>,<156.993896 | 156.993896>,<-0.531311 | -0.531311>,<147.223022 | 147.223022>,<-0.685875 | -0.685875>,<-135.722885 | -135.722885>,<-151.660950 | -151.660950>,<-134.250244 | -134.250244>,<-154.120422 | -154.120422>
59,24.000000,231.919998,541.228394,70.076500,53.815941,54.459641,55.650623,55.385754,77.862488,79.416992,79.941971,78.835609,30.138805,30.140339,30.149511,31.099977,<-1.693592 | 45.106213>,<-54.412865 | -31.344311>,<-9.807600 | 39.424149>,<-62.385532 | -31.627329>,<156.093903 | 156.093903>,<-0.881359 | -0.881359>,<157.043091 | 157.043091>,<-0.685875 | -0.685875>,<-149.191833 | -149.191833>,<-155.110443 | -155.110443>,<-127.143280 | -127.143280>,<-154.120422 | -154.120422>
60,25.000000,235.259995,578.200867,78.204437,56.059242,52.848019,57.313076,55.298214,78.844833,79.416992,79.941971,79.427795,30.138805,30.140339,30.149511,30.106462,<-1.941629 | 41.949951>,<-56.382259 | -27.546036>,<-9.148410 | 40.897121>,<-59.727936 | -28.238178>,<147.340027 | 147.340027>,<-0.433250 | -0.433250>,<153.973022 | 153.973022>,<-0.312027 | -0.312027>,<-156.063477 | -156.063477>,<-155.110443 | -155.110443>,<-155.498184 | -155.498184>,<-159.238235 | -159.238235>
61,19.000000,262.929993,577.517090,100.068718,56.159157,54.762505,57.224487,55.392681,78.844833,79.416992,79.941971,79.918358,30.552986,30.040066,30.728655,30.106462,<-1.729267 | 42.398903>,<-57.025536 | -30.769199>,<-1.107350 | 43.691200>,<-64.145630 | -34.038097>,<147.340027 | 147.340027>,<-0.433250 | -0.433250>,<157.321198 | 157.321198>,<-1.205193 | -1.205193>,<-157.889160 | -157.889160>,<-158.252975 | -158.252975>,<-153.161087 | -153.161087>,<-152.501343 | -152.501343>
62,18.000000,282.130005,587.420837,146.406860,56.355553,55.231236,55.231312,56.390194,78.361801,79.458282,79.941971,79.918358,31.041731,30.140339,31.771164,30.106462,<-5.685812 | 46.865166>,<-53.062656 | -25.741053>,<-6.336872 | 47.558544>,<-67.228500 | -36.584591>,<143.934601 | 143.934601>,<-0.381767 | -0.381767>,<157.696808 | 157.696808>,<-0.262650 | -0.262650>,<-154.709778 | -154.709778>,<-154.428299 | -154.428299>,<-157.669891 | -157.669891>,<-159.549316 | -159.549316>
63,24.000000,259.739990,588.693298,148.215073,57.072422,54.891823,53.859909,58.442459,77.832275,79.458282,79.941971,79.918358,30.625154,30.140339,31.840464,30.093094,<-7.950239 | 43.591499>,<-58.416698 | -27.549332>,<-6.806479 | 50.221073>,<-63.901459 | -32.859337>,<143.934601 | 143.934601>,<-0.433250 | -0.433250>,<157.696808 | 157.696808>,<-0.262650 | -0.262650>,<-154.709778 | -154.709778>,<-154.428299 | -154.428299>,<-154.105347 | -154.105347>,<-154.183548 | -154.183548>
64,27.000002,245.449997,628.175598,150.592056,56.875019,52.916031,53.479687,56.691383,77.832275,79.940399,79.941971,79.918358,30.267670,30.140339,30.835188,30.093094,<-10.618369 | 45.811192>,<-62.068459 | -30.180548>,<-5.881271 | 49.252090>,<-71.845306 | -35.247311>,<158.181641 | 158.181641>,<-0.433250 | -0.433250>,<152.603821 | 152.603821>,<-0.262650 | -0.262650>,<-156.094910 | -156.094910>,<-154.428299 | -154.428299>,<-157.517242 | -157.517242>,<-154.443344 | -154.443344>
65,27.000002,234.059998,584.680420,147.667328,56.177528,53.670547,50.985767,56.816044,77.216751,79.940399,78.454483,79.918358,30.365662,30.164129,30.573227,30.106462,<-5.191736 | 44.667118>,<-59.010826 | -28.340767>,<-5.431448 | 50.571674>,<-69.665985 | -37.399525>,<155.869080 | 155.869080>,<-0.433250 | -0.433250>,<154.505859 | 154.505859>,<-0.262650 | -0.262650>,<-154.570618 | -154.570618>,<-154.428299 | -154.428299>,<-142.859390 | -142.859390>,<-154.183548 | -154.183548>
66,26.000000,234.429993,576.927856,121.210526,57.449413,51.584225,52.082020,56.903912,78.475433,79.549133,77.960693,79.918358,30.508291,30.743046,30.573227,30.106462,<-7.032403 | 46.344288>,<-59.929672 | -28.105280>,<-2.743258 | 50.782822>,<-72.526833 | -40.702427>,<156.742828 | 156.742828>,<-0.433250 | -0.433250>,<155.910034 | 155.910034>,<-0.233368 | -0.233368>,<-132.587952 | -132.587952>,<-159.097260 | -159.097260>,<-147.142273 | -147.142273>,<-154.183548 | -154.183548>
67,20.000000,255.850006,565.035583,116.014915,56.891293,50.864140,53.076866,56.337353,79.107132,79.849762,78.073822,79.918358,30.508291,30.743046,30.573227,30.110353,<-2.967538 | 41.559834>,<-53.616688 | -26.414291>,<0.291790 | 44.960724>,<-69.351372 | -36.956791>,<159.489624 | 159.489624>,<-1.533066 | -1.533066>,<152.115540 | 152.115540>,<-0.262650 | -0.262650>,<-156.506409 | -156.506409>,<-159.097260 | -159.097260>,<-146.015976 | -146.015976>,<-153.526978 | -153.526978>
68,17.000000,272.049988,561.356018,121.409714,54.658825,51.524574,54.768566,53.550186,79.107132,79.849762,79.423447,79.918358,30.508291,31.057049,30.573227,30.110353,<-0.530319 | 38.086056>,<-49.598339 | -23.542150>,<-0.669322 | 41.881290>,<-61.079906 | -30.713387>,<142.816498 | 142.816498>,<-0.437660 | -0.437660>,<150.607544 | 150.607544>,<-0.262650 | -0.262650>,<-102.982552 | -102.982552>,<-154.515640 | -154.515640>,<-134.976959 | -134.976959>,<-153.526978 | -153.526978>
69,26.000000,245.929993,574.015137,94.288483,55.902584,51.698902,55.746674,51.357533,79.662605,79.549133,78.771561,79.918358,30.082073,30.012291,30.573227,30.110353,<-1.001657 | 38.088234>,<-50.891792 | -27.127674>,<-3.647364 | 39.525326>,<-55.461235 | -24.610954>,<147.063171 | 147.063171>,<-0.544052 | -0.544052>,<150.303131 | 150.303131>,<-0.024277 | -0.024277>,<-90.390358 | -90.390358>,<-154.323898 | -154.323898>,<-98.165436 | -98.165436>,<-153.526978 | -153.526978>
70,19.000000,256.790009,567.760254,89.540741,55.335617,54.612305,53.870377,52.446232,79.662605,79.600517,78.771561,79.918358,30.007093,30.012291,30.573227,30.110353,<-4.948380 | 39.419899>,<-50.041664 | -28.123808>,<-0.892247 | 42.341190>,<-62.124279 | -31.617065>,<144.032104 | 144.032104>,<-0.903244 | -0.903244>,<152.980530 | 152.980530>,<-0.024277 | -0.024277>,<-153.190567 | -153.190567>,<-147.283691 | -147.283691>,<-137.103409 | -137.103409>,<-157.204178 | -157.204178>
71,31.000000,222.690002,611.588989,139.548126,55.096283,53.780556,53.156937,52.532345,79.554291,79.600517,78.571472,79.918358,30.007093,30.012291,30.573227,30.110353,<-14.104046 | 42.936001>,<-58.100147 | -32.587082>,<-7.027390 | 48.505703>,<-71.371696 | -35.932560>,<151.728882 | 151.728882>,<-0.448864 | -0.448864>,<157.493256 | 157.493256>,<-0.552109 | -0.552109>,<-153.578308 | -153.578308>,<-154.312119 | -154.312119>,<-151.236237 | -151.236237>,<-157.204178 | -157.204178>
72,23.000000,234.729996,558.491028,128.896744,57.141972,53.861557,55.020741,52.218311,79.842239,79.307587,78.617622,79.918358,30.877310,31.057049,30.573227,30.110353,<-2.044023 | 40.646053>,<-56.679039 | -31.062944>,<-8.798180 | 44.007103>,<-69.436096 | -36.385578>,<153.288849 | 153.288849>,<-0.095741 | -0.095741>,<151.638184 | 151.638184>,<-0.552109 | -0.552109>,<-95.848831 | -95.848831>,<-147.283691 | -147.283691>,<-159.574066 | -159.574066>,<-157.204178 | -157.204178>
73,21.000000,240.009995,592.548279,125.106613,57.538158,53.674862,53.580875,53.144577,78.224380,78.549500,78.257858,79.902649,30.876221,30.065548,30.573227,30.110353,<-2.030483 | 40.977345>,<-55.100990 | -28.361572>,<-0.930696 | 42.336559>,<-70.638458 | -41.180843>,<154.773956 | 154.773956>,<-0.448864 | -0.448864>,<153.797882 | 153.797882>,<-0.014732 | -0.014732>,<-148.291428 | -148.291428>,<-155.500153 | -155.500153>,<-159.383743 | -159.383743>,<-157.204178 | -157.204178>
74,22.000000,241.279999,587.584900,51.395058,58.203365,53.415306,54.447613,50.531979,79.964035,79.226486,78.311661,79.850861,30.876221,30.065548,32.546307,30.346365,<-10.683213 | 39.737778>,<-56.257057 | -30.418896>,<4.369443 | 41.258148>,<-70.964340 | -35.823654>,<139.427277 | 139.427277>,<-1.242626 | -1.242626>,<155.895813 | 155.895813>,<-0.734398 | -0.734398>,<-146.948853 | -146.948853>,<-149.748779 | -149.748779>,<-152.419357 | -152.419357>,<-157.391998 | -157.391998>
75,24.000000,240.800003,616.497192,110.727318,59.808525,54.835079,54.334126,51.652725,79.964035,79.401825,78.257858,79.058563,30.876221,30.065548,30.384335,30.346365,<-2.086956 | 45.922554>,<-62.500111 | -31.597279>,<0.345812 | 46.122250>,<-66.986130 | -36.763569>,<157.740631 | 157.740631>,<-0.698639 | -0.698639>,<156.892639 | 156.892639>,<-0.734398 | -0.734398>,<-159.988678 | -159.988678>,<-158.528870 | -158.528870>,<-147.032547 | -147.032547>,<-153.526978 | -153.526978>
76,26.000000,231.039993,614.134155,108.470886,60.090591,54.751400,54.733604,52.463200,79.964035,79.401825,78.705765,79.730911,30.876221,30.065548,31.732147,30.346365,<-13.189288 | 43.051098>,<-63.141190 | -33.366859>,<-3.422065 | 43.667446>,<-60.080688 | -31.614878>,<157.170532 | 157.170532>,<-0.698639 | -0.698639>,<158.437073 | 158.437073>,<-0.734398 | -0.734398>,<-155.020615 | -155.020615>,<-157.655685 | -157.655685>,<-139.376266 | -139.376266>,<-149.172974 | -149.172974>
77,30.000002,221.169998,601.349487,122.156624,57.816620,54.529362,53.329750,52.747017,79.964035,79.003387,79.852402,79.730911,30.876221,30.065548,30.532730,30.346365,<-10.375510 | 40.588772>,<-57.331276 | -26.290062>,<-11.091556 | 45.123447>,<-56.883793 | -31.571016>,<157.170532 | 157.170532>,<-0.905388 | -0.905388>,<158.437073 | 158.437073>,<-0.072613 | -0.072613>,<-155.850784 | -155.850784>,<-146.260956 | -146.260956>,<-151.594223 | -151.594223>,<-158.787567 | -158.787567>
78,34.000000,206.190002,619.284119,140.438995,56.369873,55.186180,52.918999,50.640770,79.964035,79.418716,79.604950,79.714615,30.876221,31.057049,30.532730,30.346365,<-10.308712 | 38.726761>,<-60.419117 | -29.853071>,<-3.625388 | 48.737270>,<-60.352257 | -32.639854>,<156.774353 | 156.774353>,<-0.185421 | -0.185421>,<159.880127 | 159.880127>,<-0.072613 | -0.072613>,<-155.850784 | -155.850784>,<-159.028687 | -159.028687>,<-140.472198 | -140.472198>,<-150.061142 | -150.061142>
79,26.000000,229.990005,570.680969,38.735138,56.110428,55.190617,54.373814,48.897530,79.964035,79.418716,78.872238,79.714615,30.441591,31.057049,31.977182,30.346365,<-7.495467 | 40.427155>,<-58.753159 | -31.130554>,<-5.401004 | 48.025684>,<-57.753529 | -30.042841>,<143.940857 | 143.940857>,<-1.218597 | -1.218597>,<159.880127 | 159.880127>,<-0.072613 | -0.072613>,<-145.818298 | -145.818298>,<-156.153214 | -156.153214>,<-146.671448 | -146.671448>,<-150.061142 | -150.061142>
80,28.000000,226.169998,538.703796,153.326813,56.236172,57.335587,53.683941,48.909744,79.964035,79.516663,78.345772,79.714615,30.876221,30.526548,32.024677,30.010286,<-10.249619 | 44.526443>,<-56.251766 | -30.851940>,<-2.334510 | 49.978531>,<-60.190342 | -29.020210>,<159.132874 | 159.132874>,<-0.031509 | -0.031509>,<151.771942 | 151.771942>,<-0.012924 | -0.012924>,<-156.879913 | -156.879913>,<-149.186462 | -149.186462>,<-129.070313 | -129.070313>,<-150.061142 | -150.061142>
81,28.000000,219.869995,543.564453,111.109779,57.324707,57.430698,54.223316,49.387642,79.964035,79.096863,79.957809,79.714615,30.876221,31.057049,30.805708,30.010286,<-12.714352 | 39.499153>,<-53.683395 | -30.093481>,<-11.974011 | 47.299149>,<-59.653214 | -29.664263>,<152.305878 | 152.305878>,<-0.758804 | -0.758804>,<138.106781 | 138.106781>,<-0.072613 | -0.072613>,<-147.840942 | -147.840942>,<-152.624222 | -152.624222>,<-135.598984 | -135.598984>,<-150.369766 | -150.369766>
82,22.000000,230.919998,530.063538,81.133537,55.847378,58.323166,53.078876,47.949512,79.964035,79.559189,79.185829,77.892807,30.876221,31.057049,30.805708,30.010286,<-7.231648 | 38.504238>,<-53.565609 | -31.030861>,<-11.773685 | 41.565407>,<-56.301559 | -24.958258>,<150.263763 | 150.263763>,<-1.242626 | -1.242626>,<157.019653 | 157.019653>,<-0.072613 | -0.072613>,<-154.033096 | -154.033096>,<-152.172363 | -152.172363>,<-153.809906 | -153.809906>,<-154.456848 | -154.456848>
83,27.000002,208.089996,561.242249,103.448471,56.417999,58.181629,52.094746,49.559258,79.964035,79.096863,78.257858,78.843185,30.446747,31.057049,30.805708,30.211821,<-4.108619 | 45.169533>,<-57.764149 | -30.665476>,<-15.713671 | 47.679211>,<-60.724102 | -29.308723>,<150.263763 | 150.263763>,<-1.242626 | -1.242626>,<157.019653 | 157.019653>,<-0.072613 | -0.072613>,<-154.033096 | -154.033096>,<-157.371429 | -157.371429>,<-148.072006 | -148.072006>,<-154.456848 | -154.456848>
84,27.000002,207.279999,517.621704,121.876160,56.239922,55.660778,51.623817,51.237774,79.964035,79.096863,78.838486,78.072052,30.446747,31.057049,30.235613,30.346365,<-5.381280 | 42.512226>,<-54.069527 | -29.959410>,<-7.830028 | 45.176285>,<-59.547871 | -30.807173>,<152.099640 | 152.099640>,<-0.922775 | -0.922775>,<154.710449 | 154.710449>,<-0.072613 | -0.072613>,<-119.226913 | -119.226913>,<-159.990616 | -159.990616>,<-152.262054 | -152.262054>,<-157.745941 | -157.745941>
85,18.000000,242.619995,545.941956,102.843262,54.987938,56.245060,52.338226,50.983810,79.964035,79.640717,78.613541,78.491852,30.500700,30.151285,30.805708,30.346365,<-2.348136 | 44.336742>,<-53.354279 | -30.024620>,<-2.764761 | 39.040237>,<-54.986263 | -29.257286>,<159.736664 | 159.736664>,<-1.148521 | -1.148521>,<152.425659 | 152.425659>,<-0.072613 | -0.072613>,<-140.049042 | -140.049042>,<-159.990616 | -159.990616>,<-144.807434 | -144.807434>,<-154.456848 | -154.456848>
86,24.000000,219.899994,544.594543,134.222122,54.935638,53.100338,52.756611,52.403831,79.964035,79.816002,79.585526,78.838898,30.763920,31.057049,30.608568,30.223721,<-7.392491 | 45.563339>,<-53.114235 | -28.826765>,<-5.108833 | 41.737686>,<-58.757614 | -30.238470>,<159.430725 | 159.430725>,<-0.111805 | -0.111805>,<158.082825 | 158.082825>,<-0.072613 | -0.072613>,<-140.049042 | -140.049042>,<-159.990616 | -159.990616>,<-146.827591 | -146.827591>,<-154.456848 | -154.456848>
87,27.000002,220.779999,557.707520,106.812195,54.005074,55.491402,52.653755,52.687515,79.964035,78.549500,75.972916,78.491852,30.508951,30.385406,30.608568,30.346365,<-3.341159 | 49.854721>,<-59.303570 | -31.413759>,<-9.658329 | 44.026581>,<-62.745556 | -31.565422>,<155.330688 | 155.330688>,<-0.054184 | -0.054184>,<125.629028 | 125.629028>,<-0.072613 | -0.072613>,<-137.808060 | -137.808060>,<-159.931641 | -159.931641>,<-156.698029 | -156.698029>,<-158.396225 | -158.396225>
88,27.000002,213.860001,556.825684,115.620392,56.559803,55.200092,49.634159,50.394459,79.964035,78.549500,79.411285,79.813202,30.668789,30.307817,30.608568,30.346365,<-7.809413 | 44.532215>,<-57.117641 | -29.908936>,<-10.158332 | 43.101463>,<-65.745995 | -33.414028>,<157.437073 | 157.437073>,<-0.054184 | -0.054184>,<156.608276 | 156.608276>,<-0.072613 | -0.072613>,<-107.128471 | -107.128471>,<-153.094727 | -153.094727>,<-147.915680 | -147.915680>,<-159.639633 | -159.639633>
89,26.000000,215.429993,567.201904,98.225037,56.580376,55.786118,49.611542,48.857197,79.964035,79.702415,74.821609,78.550201,30.265890,30.307817,32.338303,30.346365,<-4.162613 | 48.810078>,<-58.842896 | -29.346146>,<-7.103795 | 47.590889>,<-70.668396 | -36.976273>,<155.821960 | 155.821960>,<-0.054184 | -0.054184>,<155.279388 | 155.279388>,<-0.072613 | -0.072613>,<-159.397812 | -159.397812>,<-157.188065 | -157.188065>,<-153.030563 | -153.030563>,<-159.639633 | -159.639633>
90,29.000000,208.020004,610.678894,91.778786,56.455318,57.196346,50.151592,50.395512,79.964035,79.702415,79.561600,79.435417,30.668789,30.307817,31.712891,30.346365,<-1.183923 | 43.093067>,<-55.286045 | -25.284822>,<-5.222297 | 42.764107>,<-66.714622 | -33.552898>,<155.821960 | 155.821960>,<-0.054184 | -0.054184>,<155.279388 | 155.279388>,<-0.072613 | -0.072613>,<-126.574356 | -126.574356>,<-159.741638 | -159.741638>,<-146.230545 | -146.230545>,<-158.396225 | -158.396225>
91,28.000000,213.970001,605.562805,50.363468,57.216496,58.902714,50.991932,51.322578,79.964035,79.932190,79.645126,79.435417,30.668789,30.385406,32.338303,30.346365,<0.995402 | 44.798306>,<-54.726738 | -25.643364>,<-8.623693 | 42.385162>,<-63.338188 | -33.964779>,<159.579590 | 159.579590>,<-0.111805 | -0.111805>,<152.908112 | 152.908112>,<-0.072613 | -0.072613>,<-140.025848 | -140.025848>,<-159.631927 | -159.631927>,<-136.215134 | -136.215134>,<-159.324738 | -159.324738>
92,29.000000,214.880005,608.045166,110.149727,56.443954,56.991943,51.904316,52.160748,79.964035,79.667099,79.561600,79.435417,30.813528,31.057049,30.027689,30.346365,<2.142320 | 44.183170>,<-54.293385 | -29.776411>,<-10.913019 | 41.267574>,<-61.700966 | -34.134663>,<154.241760 | 154.241760>,<-1.181572 | -1.181572>,<149.777130 | 149.777130>,<-0.072613 | -0.072613>,<-103.861412 | -103.861412>,<-138.614609 | -138.614609>,<-151.184723 | -151.184723>,<-141.907211 | -141.907211>
93,28.000000,213.729996,467.933960,100.221924,56.699631,58.800961,54.011620,53.960793,79.964035,78.564667,79.561600,79.435417,33.215668,30.043510,30.027689,30.421654,<0.147913 | 48.032051>,<-54.797848 | -31.644917>,<-9.014719 | 41.528820>,<-65.560661 | -36.043716>,<159.158386 | 159.158386>,<-1.872887 | -1.872887>,<150.544098 | 150.544098>,<-0.072613 | -0.072613>,<-159.678116 | -159.678116>,<-143.406067 | -143.406067>,<-153.850342 | -153.850342>,<-157.698959 | -157.698959>
94,32.000000,206.970001,674.096924,120.728394,53.392479,56.069260,53.754589,54.959042,79.964035,79.623817,79.659851,79.451591,30.076872,30.043510,30.027689,31.577940,<-5.267003 | 42.909634>,<-60.027523 | -30.845335>,<-13.381944 | 42.099953>,<-63.099552 | -35.776394>,<149.523285 | 149.523285>,<-0.000473 | -0.000473>,<146.229126 | 146.229126>,<-0.855850 | -0.855850>,<-141.216034 | -141.216034>,<-156.908142 | -156.908142>,<-146.975662 | -146.975662>,<-159.752701 | -159.752701>
95,23.000000,244.289993,672.200439,136.159317,55.521069,55.664413,54.205093,53.718834,79.964035,79.030212,79.659851,79.470184,33.640175,30.043510,30.027689,30.951107,<-0.460369 | 41.314278>,<-58.567715 | -27.207466>,<-9.616690 | 44.802258>,<-66.724770 | -39.917469>,<159.678406 | 159.678406>,<-0.838646 | -0.838646>,<144.448395 | 144.448395>,<-0.842972 | -0.842972>,<-114.316757 | -114.316757>,<-158.659241 | -158.659241>,<-152.229599 | -152.229599>,<-154.438232 | -154.438232>
96,21.000000,240.759995,651.565918,111.409927,54.089169,55.217495,56.002804,53.588345,79.964035,79.753769,79.659851,79.168465,31.033062,30.043510,32.708893,31.577940,<-0.901241 | 36.495811>,<-57.847633 | -30.089258>,<-9.229275 | 51.158680>,<-61.793354 | -33.455170>,<152.218048 | 152.218048>,<-0.319351 | -0.319351>,<156.233398 | 156.233398>,<-0.842972 | -0.842972>,<-119.572632 | -119.572632>,<-158.659241 | -158.659241>,<-157.179169 | -157.179169>,<-155.808228 | -155.808228>
97,24.000000,230.789993,626.924683,109.561424,54.502880,57.250351,53.246426,55.265331,79.964035,79.753769,79.659851,79.168465,31.033062,30.043510,30.467442,31.577940,<7.048184 | 44.081470>,<-56.728485 | -32.320297>,<-11.911098 | 45.858009>,<-62.899864 | -36.673508>,<152.218048 | 152.218048>,<-0.964352 | -0.964352>,<156.233398 | 156.233398>,<-0.842972 | -0.842972>,<-144.091736 | -144.091736>,<-156.349442 | -156.349442>,<-145.164063 | -145.164063>,<-147.958359 | -147.958359>
98,28.000000,221.190002,639.460449,142.544968,53.767681,56.267124,57.422882,55.727684,79.964035,79.546097,79.659851,79.168465,30.664721,30.043510,32.443008,30.033943,<-1.222044 | 47.411591>,<-62.672882 | -30.546223>,<-4.455294 | 52.488083>,<-62.897232 | -36.806110>,<152.218048 | 152.218048>,<-1.407593 | -1.407593>,<159.894165 | 159.894165>,<-0.625961 | -0.625961>,<-152.324982 | -152.324982>,<-158.470993 | -158.470993>,<-145.164063 | -145.164063>,<-159.257950 | -159.257950>
99,19.000000,244.229996,545.381165,132.801056,55.308750,58.119949,57.420444,57.602520,79.964035,79.546097,79.659851,79.592255,31.668465,30.043510,31.285543,30.308847,<0.984747 | 44.309410>,<-58.980946 | -28.847536>,<-4.478066 | 46.218491>,<-63.861732 | -40.540627>,<152.218048 | 152.218048>,<-0.133301 | -0.133301>,<153.120697 | 153.120697>,<-0.842972 | -0.842972>,<-152.920212 | -152.920212>,<-158.126511 | -158.126511>,<-82.491898 | -82.491898>,<-147.958359 | -147.958359>
100,19.000000,255.289993,610.608765,120.008850,56.278965,57.698597,57.115631,59.230156,79.964035,79.546097,78.583817,79.592255,31.668465,30.034498,30.011477,31.587936,<5.450853 | 44.292919>,<-56.398403 | -29.525469>,<-7.868349 | 43.373028>,<-64.694771 | -38.915257>,<152.218048 | 152.218048>,<-0.133301 | -0.133301>,<153.120697 | 153.120697>,<-0.360397 | -0.360397>,<-140.280884 | -140.280884>,<-151.133865 | -151.133865>,<-156.739868 | -156.739868>,<-156.755569 | -156.755569>
Average: ,25.780001,227.263611,557.833191,109.669632
Generation,Death percentage,Average fitness,Top fitness,Min fitness,Average hip1 velocity,Average knee1 velocity,Average hip2 velocity,Average knee2 velocity,Top hip1 velocity,Top knee1 velocity,Top hip2 velocity,Top knee2 velocity,Min hip1 velocity,Min knee1 velocity,Min hip2 velocity,Min knee2 velocity,Average hip1 rotation,Average knee1 rotation,Average hip2 rotation,Average knee2 rotation,Top hip1 rotation,Top knee1 rotation,Top hip2 rotation,Top knee2 rotation,Min hip1 rotation,Min knee1 rotation,Min hip2 rotation,Min knee2 rotation
