15,24.000000,231.029999,588.773560,114.085770,57.652443,54.631172,55.004303,56.602257,79.631119,79.160553,79.841057,79.224304,31.159836,30.104340,30.592707,30.214888,<-5.466731 | 45.650753>,<-63.279179 | -34.509609>,<-0.739672 | 45.893433>,<-63.340309 | -30.335732>,<155.854614 | 155.854614>,<-0.010880 | -0.010880>,<147.736237 | 147.736237>,<-0.434483 | -0.434483>,<-100.097275 | -100.097275>,<-157.742569 | -157.742569>,<-136.982758 | -136.982758>,<-157.069305 | -157.069305>
16,21.000000,237.949997,616.438293,91.811279,57.139530,57.277534,55.914101,54.484600,79.631119,79.160553,79.841057,78.072433,31.159836,31.194765,30.935238,30.214888,<-6.570066 | 38.335724>,<-56.426666 | -32.627583>,<-1.284275 | 42.480019>,<-58.801182 | -27.315912>,<155.854614 | 155.854614>,<-0.010880 | -0.010880>,<144.643951 | 144.643951>,<-0.098434 | -0.098434>,<-144.500183 | -144.500183>,<-159.741516 | -159.741516>,<-118.203178 | -118.203178>,<-147.179428 | -147.179428>
17,21.000000,245.699997,629.994629,112.192940,56.001053,58.170937,55.512428,53.570976,79.831673,79.160553,79.841057,78.193344,30.752281,31.194765,30.254749,30.195354,<-8.178913 | 36.785809>,<-58.557785 | -32.820641>,<-0.523512 | 45.491852>,<-58.197765 | -27.616604>,<155.854614 | 155.854614>,<-0.010880 | -0.010880>,<159.572083 | 159.572083>,<-0.098434 | -0.098434>,<-145.920868 | -145.920868>,<-153.721039 | -153.721039>,<-150.688202 | -150.688202>,<-143.867004 | -143.867004>
18,20.000000,253.339996,632.182190,82.678154,56.052013,58.450523,54.029720,53.623489,79.831673,79.889099,79.841057,78.574783,31.159836,30.643305,30.254749,30.195354,<-1.321277 | 41.719593>,<-60.260998 | -29.724960>,<-2.122627 | 47.513626>,<-58.142872 | -29.134485>,<155.854614 | 155.854614>,<-0.010880 | -0.010880>,<157.861450 | 157.861450>,<-0.012688 | -0.012688>,<-126.573349 | -126.573349>,<-157.772293 | -157.772293>,<-133.492325 | -133.492325>,<-138.528717 | -138.528717>
19,26.000000,225.960007,615.868652,94.869225,54.259003,58.210281,54.827251,51.704922,79.831673,79.889099,79.841057,79.811783,30.587372,31.316315,30.810255,30.195354,<-10.791257 | 43.818096>,<-62.743774 | -33.557648>,<-0.334647 | 44.966988>,<-58.717377 | -30.841125>,<155.854614 | 155.854614>,<-0.010880 | -0.010880>,<156.656281 | 156.656281>,<-0.012688 | -0.012688>,<-155.000839 | -155.000839>,<-159.230118 | -159.230118>,<-111.107468 | -111.107468>,<-148.163498 | -148.163498>
20,23.000000,223.509995,623.381958,88.453110,55.127491,56.914093,50.704613,53.930386,79.438049,79.889099,79.841057,79.840675,31.159836,31.316315,30.935238,30.214888,<-3.661302 | 45.837193>,<-58.849907 | -27.873713>,<-4.536741 | 45.520332>,<-59.048134 | -29.089689>,<155.854614 | 155.854614>,<-0.259632 | -0.259632>,<156.656281 | 156.656281>,<-0.012688 | -0.012688>,<-153.872406 | -153.872406>,<-159.230118 | -159.230118>,<-152.465759 | -152.465759>,<-148.163498 | -148.163498>
21,28.000000,213.960007,622.604797,70.076256,56.008358,55.296124,52.252945,54.000034,79.193802,79.889099,79.841057,79.386459,31.159836,30.440536,30.935238,30.813995,<-7.739504 | 48.047695>,<-61.163170 | -30.384085>,<-14.974397 | 44.909496>,<-58.937847 | -30.891106>,<158.493225 | 158.493225>,<-0.259632 | -0.259632>,<158.613708 | 158.613708>,<-0.012688 | -0.012688>,<-144.233582 | -144.233582>,<-159.230118 | -159.230118>,<-156.395020 | -156.395020>,<-159.434616 | -159.434616>
22,27.000002,213.559998,475.964111,140.342590,53.784512,55.215839,53.307613,52.890888,79.665237,79.889099,79.725296,79.386459,30.930882,31.004208,31.447582,30.265343,<-3.044048 | 40.849464>,<-59.130268 | -30.418127>,<-4.944250 | 43.393623>,<-60.179611 | -30.091700>,<155.854614 | 155.854614>,<-0.259632 | -0.259632>,<158.613708 | 158.613708>,<-0.012688 | -0.012688>,<-136.309235 | -136.309235>,<-152.482544 | -152.482544>,<-159.875793 | -159.875793>,<-153.269714 | -153.269714>
23,32.000000,204.179993,501.607513,141.559723,55.680542,56.260876,52.315083,53.846939,79.960571,79.889099,79.725296,79.443466,31.159836,30.282755,32.503376,30.164911,<-5.018236 | 42.144310>,<-63.841225 | -33.173637>,<-14.599422 | 51.332245>,<-60.996792 | -33.111115>,<159.394348 | 159.394348>,<-0.259632 | -0.259632>,<158.613708 | 158.613708>,<-0.012688 | -0.012688>,<-136.309235 | -136.309235>,<-157.731033 | -157.731033>,<-151.652786 | -151.652786>,<-156.238693 | -156.238693>
24,22.000000,232.300003,473.155090,150.141190,56.854530,58.153309,51.425167,53.154083,79.960571,79.889099,79.725296,79.443466,31.159836,32.469124,31.791039,30.164911,<-3.104184 | 40.387245>,<-60.910561 | -31.260723>,<-4.304439 | 47.486660>,<-58.268291 | -30.918045>,<156.646667 | 156.646667>,<-0.259632 | -0.259632>,<158.111877 | 158.111877>,<-0.012688 | -0.012688>,<-127.055801 | -127.055801>,<-157.731033 | -157.731033>,<-148.319260 | -148.319260>,<-156.238693 | -156.238693>
25,30.000002,216.089996,463.131256,18.998325,57.156654,58.937157,53.741196,54.051701,79.266663,79.765228,79.725296,79.546890,31.136585,31.523357,33.473785,30.174314,<-13.103106 | 41.089790>,<-62.359108 | -32.783390>,<-10.557655 | 44.778809>,<-62.380131 | -33.489342>,<156.365967 | 156.365967>,<-0.259632 | -0.259632>,<157.636230 | 157.636230>,<-0.098434 | -0.098434>,<-159.500595 | -159.500595>,<-156.323868 | -156.323868>,<-154.533539 | -154.533539>,<-156.828064 | -156.828064>
26,29.000000,221.940002,513.857544,101.203613,55.681026,59.317928,54.153023,54.990414,79.193802,79.613937,78.156120,79.742912,31.159836,31.523357,33.892334,30.419136,<-8.820233 | 46.466354>,<-59.667068 | -30.674797>,<-2.193385 | 46.610451>,<-62.565441 | -34.138042>,<157.862610 | 157.862610>,<-0.064350 | -0.064350>,<152.440002 | 152.440002>,<-0.005630 | -0.005630>,<-151.634659 | -151.634659>,<-158.885742 | -158.885742>,<-154.533539 | -154.533539>,<-152.306473 | -152.306473>
27,19.000000,241.479996,520.127625,135.757431,53.659313,59.338417,52.871220,54.668354,78.984924,79.613937,78.923904,79.637001,30.199617,31.523357,31.770189,30.419136,<-6.232756 | 40.672699>,<-55.666306 | -26.086306>,<0.129376 | 45.685307>,<-62.250404 | -35.026405>,<141.138580 | 141.138580>,<-0.259632 | -0.259632>,<157.624023 | 157.624023>,<-0.974331 | -0.974331>,<-136.445541 | -136.445541>,<-157.379562 | -157.379562>,<-151.217941 | -151.217941>,<-150.638474 | -150.638474>
28,19.000000,243.580002,528.013977,147.370880,53.599865,58.965599,53.029354,54.015491,79.775963,79.613937,79.499664,79.307236,30.199617,32.967468,31.107883,30.673571,<-5.264021 | 40.537025>,<-55.973980 | -28.669611>,<-9.333504 | 42.688213>,<-61.858719 | -35.350048>,<142.819855 | 142.819855>,<-1.500214 | -1.500214>,<148.843872 | 148.843872>,<-0.974331 | -0.974331>,<-152.866516 | -152.866516>,<-155.717041 | -155.717041>,<-151.217941 | -151.217941>,<-150.638474 | -150.638474>
29,24.000000,225.179993,526.538269,55.497231,54.752926,59.130051,53.429764,52.258278,79.965988,79.613937,76.082962,79.900528,30.817312,30.176918,32.214264,30.673571,<-2.735245 | 38.731010>,<-55.100342 | -29.599560>,<-12.148923 | 46.309227>,<-60.025196 | -30.702988>,<155.614746 | 155.614746>,<-1.767105 | -1.767105>,<151.789093 | 151.789093>,<-0.956413 | -0.956413>,<-152.866516 | -152.866516>,<-144.527206 | -144.527206>,<-155.121567 | -155.121567>,<-158.823395 | -158.823395>
30,27.000002,214.949997,496.301788,50.071148,54.885841,58.186031,53.918549,53.795834,79.459747,79.613937,76.082962,79.307236,30.817312,30.176918,32.214264,31.207748,<-13.036099 | 36.990528>,<-50.887016 | -26.611052>,<-14.573284 | 43.582256>,<-58.183426 | -31.197220>,<122.522766 | 122.522766>,<-0.859505 | -0.859505>,<156.497681 | 156.497681>,<-0.026657 | -0.026657>,<-152.056656 | -152.056656>,<-148.160446 | -148.160446>,<-138.445709 | -138.445709>,<-158.538162 | -158.538162>
31,19.000000,232.690002,501.461212,45.806725,55.507412,56.595734,57.036026,53.819252,78.984924,79.613937,79.401886,79.307236,30.817312,30.176918,31.124599,31.207748,<-4.520812 | 37.277069>,<-53.029938 | -28.234251>,<-10.131839 | 40.454983>,<-58.126644 | -30.645212>,<137.091675 | 137.091675>,<-0.560722 | -0.560722>,<151.789093 | 151.789093>,<-0.026657 | -0.026657>,<-151.506729 | -151.506729>,<-153.699265 | -153.699265>,<-138.445709 | -138.445709>,<-158.538162 | -158.538162>
32,24.000000,216.919998,519.383606,55.166603,53.819767,54.979271,56.475899,52.375038,78.984924,79.613937,78.966156,79.850525,31.141409,30.176918,30.781982,30.708675,<-5.682682 | 41.204815>,<-60.523937 | -32.036854>,<-11.180791 | 41.030605>,<-61.111885 | -31.691929>,<147.085114 | 147.085114>,<-1.684250 | -1.684250>,<151.789093 | 151.789093>,<-0.249084 | -0.249084>,<-134.513153 | -134.513153>,<-152.886810 | -152.886810>,<-150.472763 | -150.472763>,<-151.036591 | -151.036591>
33,26.000000,207.850006,553.726868,77.608742,55.505539,51.863838,57.540367,52.995602,78.166328,79.955597,76.082962,79.852097,31.159836,30.176918,31.037998,30.108877,<-7.267803 | 46.797653>,<-61.643623 | -32.265881>,<-12.361897 | 44.473366>,<-62.848026 | -32.402992>,<157.530304 | 157.530304>,<-2.050156 | -2.050156>,<155.531738 | 155.531738>,<-0.249084 | -0.249084>,<-157.917679 | -157.917679>,<-156.562500 | -156.562500>,<-147.710068 | -147.710068>,<-156.691208 | -156.691208>
34,23.000000,233.770004,584.973450,77.317345,55.495575,54.237152,54.515030,52.524677,79.852417,79.955597,79.451401,79.859421,31.047230,30.176918,30.713232,30.108877,<-6.072286 | 41.469589>,<-54.611450 | -26.374706>,<-6.841334 | 40.097366>,<-55.494457 | -27.958813>,<147.737518 | 147.737518>,<-0.257385 | -0.257385>,<159.817627 | 159.817627>,<-0.693848 | -0.693848>,<-155.882278 | -155.882278>,<-155.804520 | -155.804520>,<-147.710068 | -147.710068>,<-156.691208 | -156.691208>
35,28.000000,225.779999,552.227600,76.429276,53.336464,53.727333,54.302284,54.367157,79.546715,79.749710,78.463593,79.859421,30.696110,30.176918,30.713232,30.108877,<-6.817743 | 45.607491>,<-61.247021 | -28.196436>,<-8.488869 | 44.967701>,<-64.404533 | -32.158646>,<157.308411 | 157.308411>,<-0.130959 | -0.130959>,<159.817627 | 159.817627>,<-0.529404 | -0.529404>,<-138.734558 | -138.734558>,<-158.606064 | -158.606064>,<-149.978317 | -149.978317>,<-159.327118 | -159.327118>
36,23.000000,243.720001,529.760010,73.305939,53.211391,54.125175,54.545620,55.049835,78.166328,79.749710,79.957001,79.859421,31.336872,31.756010,30.390322,30.108877,<-3.460948 | 39.995811>,<-54.259502 | -26.113901>,<-6.535302 | 43.020699>,<-60.158981 | -30.435829>,<157.308411 | 157.308411>,<-0.130959 | -0.130959>,<159.817627 | 159.817627>,<-0.529404 | -0.529404>,<-133.837875 | -133.837875>,<-155.804520 | -155.804520>,<-95.935928 | -95.935928>,<-155.863586 | -155.863586>
37,23.000000,250.509995,556.976807,130.834076,53.296810,54.575539,53.495926,53.215405,78.166328,79.749710,79.288582,79.859421,30.129908,30.274338,30.390322,30.108877,<0.079684 | 46.340908>,<-61.289207 | -30.401827>,<-8.739358 | 46.525322>,<-66.200073 | -35.920921>,<156.044922 | 156.044922>,<-0.130959 | -0.130959>,<159.817627 | 159.817627>,<-0.169743 | -0.169743>,<-121.145302 | -121.145302>,<-155.804520 | -155.804520>,<-148.933762 | -148.933762>,<-159.746414 | -159.746414>
38,30.000002,231.839996,556.305542,129.111328,51.806534,55.337627,53.357357,50.475655,79.235733,79.749710,78.727310,79.881104,31.336872,31.756010,30.147667,30.108877,<-4.153657 | 43.322052>,<-54.916622 | -27.229607>,<-7.675345 | 46.118198>,<-57.350216 | -25.842714>,<144.702393 | 144.702393>,<-0.012817 | -0.012817>,<159.865234 | 159.865234>,<-0.136307 | -0.136307>,<-148.696838 | -148.696838>,<-153.975723 | -153.975723>,<-158.899933 | -158.899933>,<-142.817505 | -142.817505>
39,31.000000,220.220001,509.785004,138.675201,52.712929,55.964344,53.009850,51.571823,79.422058,79.814133,79.112328,79.963913,31.161787,30.246841,30.939512,30.108877,<-5.288207 | 39.759674>,<-54.436123 | -28.836607>,<-10.931027 | 43.441822>,<-60.454140 | -29.384199>,<144.702393 | 144.702393>,<-1.361313 | -1.361313>,<157.741455 | 157.741455>,<-0.136307 | -0.136307>,<-148.696838 | -148.696838>,<-153.975723 | -153.975723>,<-158.574127 | -158.574127>,<-149.220200 | -149.220200>
40,24.000000,229.970001,570.440735,111.762650,53.052414,57.490913,53.063499,52.152538,79.422058,79.814133,79.112328,79.963913,31.336872,30.673260,30.306669,30.207550,<-2.453464 | 36.680832>,<-57.288033 | -28.515881>,<-10.876313 | 40.689671>,<-58.802959 | -30.175854>,<152.684570 | 152.684570>,<-1.413990 | -1.413990>,<146.392395 | 146.392395>,<-0.136307 | -0.136307>,<-133.432144 | -133.432144>,<-153.975723 | -153.975723>,<-158.574127 | -158.574127>,<-149.220200 | -149.220200>
41,24.000000,236.699997,561.607666,113.009071,54.427792,56.982300,55.381557,52.358959,79.700729,79.968979,79.781403,79.847977,30.694143,31.756010,30.306669,30.207550,<-3.714100 | 39.981590>,<-57.270702 | -24.694670>,<-12.218367 | 41.748291>,<-57.428749 | -26.365019>,<158.045593 | 158.045593>,<-1.413990 | -1.413990>,<150.572998 | 150.572998>,<-0.136307 | -0.136307>,<-131.620636 | -131.620636>,<-158.255554 | -158.255554>,<-146.033615 | -146.033615>,<-159.987762 | -159.987762>
42,22.000000,245.970001,535.296753,117.296646,51.934715,56.615288,57.138939,51.835377,79.216232,79.968979,79.112328,79.847977,30.032808,31.756010,31.916105,30.207550,<-4.598892 | 35.418892>,<-53.535248 | -25.584888>,<-11.135059 | 37.692013>,<-56.260998 | -25.773987>,<157.721619 | 157.721619>,<-2.259930 | -2.259930>,<142.795776 | 142.795776>,<-0.079731 | -0.079731>,<-127.432411 | -127.432411>,<-158.125412 | -158.125412>,<-158.695465 | -158.695465>,<-158.584198 | -158.584198>
43,33.000000,206.380005,505.317017,124.350647,50.809498,54.565514,56.297714,53.965263,77.528641,79.968979,78.161865,79.847977,30.276003,30.895792,31.669127,30.184355,<-11.886079 | 40.308056>,<-62.103085 | -27.371605>,<-15.879321 | 45.121029>,<-58.983349 | -29.342607>,<153.734314 | 153.734314>,<-0.720711 | -0.720711>,<159.595093 | 159.595093>,<-0.079731 | -0.079731>,<-154.554245 | -154.554245>,<-156.450333 | -156.450333>,<-147.253067 | -147.253067>,<-147.652969 | -147.652969>
44,25.000000,227.229996,489.876984,141.120514,51.030174,53.144043,55.328407,52.798145,79.633537,79.968979,79.396149,79.847977,30.206732,30.895792,31.669127,30.070089,<-3.583072 | 35.618179>,<-62.566055 | -28.430191>,<-6.392761 | 45.674137>,<-56.281769 | -28.602646>,<150.262939 | 150.262939>,<-0.398457 | -0.398457>,<159.595093 | 159.595093>,<-0.079731 | -0.079731>,<-134.778839 | -134.778839>,<-156.971954 | -156.971954>,<-139.670532 | -139.670532>,<-147.652969 | -147.652969>
45,21.000000,232.419998,491.348999,168.787704,52.079277,53.209038,55.021156,53.178009,76.645264,79.968979,78.377632,79.847977,30.206732,30.895792,30.950006,30.207550,<-4.555326 | 37.550907>,<-58.204800 | -29.230715>,<-5.720707 | 42.929005>,<-53.512768 | -28.424603>,<152.733185 | 152.733185>,<-0.720711 | -0.720711>,<157.790131 | 157.790131>,<-0.079731 | -0.079731>,<-149.103607 | -149.103607>,<-153.975723 | -153.975723>,<-113.692917 | -113.692917>,<-146.175018 | -146.175018>
46,23.000000,224.679993,483.058350,122.653580,54.152622,53.422413,56.798893,52.032299,79.985596,79.968979,79.424889,79.854599,31.041731,30.895792,30.823734,30.040888,<-4.845410 | 37.947170>,<-60.945927 | -32.553604>,<-6.199540 | 41.435059>,<-53.922451 | -25.487175>,<152.733185 | 152.733185>,<-1.119892 | -1.119892>,<157.790131 | 157.790131>,<-0.079731 | -0.079731>,<-135.259171 | -135.259171>,<-159.686539 | -159.686539>,<-141.411499 | -141.411499>,<-151.096497 | -151.096497>
47,22.000000,232.050003,448.245819,97.224846,55.154869,54.854561,55.917538,52.418114,79.985596,79.968979,79.424889,79.847977,31.041731,30.884106,30.127298,30.040888,<-4.975671 | 36.257442>,<-58.649063 | -29.031651>,<-10.242980 | 41.066788>,<-52.400467 | -27.109621>,<140.035858 | 140.035858>,<-0.190296 | -0.190296>,<157.790131 | 157.790131>,<-0.079731 | -0.079731>,<-137.954086 | -137.954086>,<-155.276764 | -155.276764>,<-143.374207 | -143.374207>,<-128.158554 | -128.158554>
48,29.000000,222.449997,539.246277,69.652794,57.607513,55.059540,56.373394,52.242935,79.985596,79.968979,79.969208,79.847977,30.832382,30.895792,31.673016,30.040888,<-14.284565 | 39.275467>,<-57.402271 | -30.601421>,<-11.399597 | 42.357437>,<-53.916420 | -25.292164>,<155.231506 | 155.231506>,<-0.190296 | -0.190296>,<153.373444 | 153.373444>,<-0.079731 | -0.079731>,<-144.430679 | -144.430679>,<-159.873444 | -159.873444>,<-136.536453 | -136.536453>,<-149.367889 | -149.367889>
49,18.000000,244.009995,610.627625,116.901924,57.659847,56.122227,55.583412,52.503529,79.985596,79.968979,79.424889,79.706635,30.203585,30.895792,31.673016,30.207550,<-1.072283 | 37.821259>,<-59.618778 | -32.326633>,<-5.817326 | 43.791378>,<-54.355980 | -22.407700>,<154.255554 | 154.255554>,<-0.190296 | -0.190296>,<157.813599 | 157.813599>,<-0.079731 | -0.079731>,<-115.088417 | -115.088417>,<-157.837997 | -157.837997>,<-136.536453 | -136.536453>,<-156.878174 | -156.878174>
50,19.000000,240.679993,663.516785,94.237267,56.096363,57.012421,57.591656,51.849510,79.877594,79.968979,79.424889,78.625130,31.041731,30.895792,31.916105,30.207550,<-4.511716 | 35.525612>,<-56.364315 | -30.039135>,<-3.139556 | 40.896461>,<-52.014439 | -21.962429>,<155.039734 | 155.039734>,<-0.196182 | -0.196182>,<157.813599 | 157.813599>,<-0.079731 | -0.079731>,<-139.907562 | -139.907562>,<-155.942398 | -155.942398>,<-103.882561 | -103.882561>,<-156.878174 | -156.878174>
51,26.000000,228.619995,492.663269,116.232254,55.776390,56.333126,57.998413,54.122822,79.877594,79.968979,79.668877,79.980209,30.897221,33.046104,31.817240,30.802584,<-3.053888 | 37.558365>,<-55.183659 | -30.201797>,<-11.170929 | 39.584251>,<-54.547436 | -22.860058>,<154.255554 | 154.255554>,<-0.428780 | -0.428780>,<150.572876 | 150.572876>,<-0.079731 | -0.079731>,<-159.550446 | -159.550446>,<-154.517487 | -154.517487>,<-150.929184 | -150.929184>,<-159.341156 | -159.341156>
52,16.000000,244.940002,606.909424,133.381622,54.066071,57.584183,56.610577,50.515614,79.877594,79.968979,79.941971,79.591637,30.912424,31.688700,31.817240,30.802584,<-0.100742 | 37.667271>,<-53.220791 | -29.063887>,<-2.761916 | 41.112560>,<-54.891312 | -23.791765>,<154.255554 | 154.255554>,<-0.156887 | -0.156887>,<158.742310 | 158.742310>,<-0.079731 | -0.079731>,<-146.703583 | -146.703583>,<-150.939514 | -150.939514>,<-129.031738 | -129.031738>,<-155.302109 | -155.302109>
53,21.000000,235.600006,618.904785,123.323082,55.573044,55.921486,57.116264,50.919594,79.877594,79.968979,79.941971,79.810944,31.030281,30.926571,30.002279,30.802584,<-7.530461 | 42.537548>,<-61.161446 | -34.264854>,<-2.551336 | 43.503368>,<-59.532150 | -27.632925>,<159.540344 | 159.540344>,<-0.156887 | -0.156887>,<157.291626 | 157.291626>,<-0.079731 | -0.079731>,<-157.680984 | -157.680984>,<-156.803177 | -156.803177>,<-156.423035 | -156.423035>,<-155.235062 | -155.235062>
