Population size,Life span (sec),Max generations,New genes probability,Mutation rate,Selection function,Crossover operator
100,30,200,0.200000,0.010000,Tournament,Heuristic
,,,,Tournament members,100,
,,,,,,
Generation,Death percentage,Average fitness,Top fitness,Min fitness,Average hip1 velocity,Average knee1 velocity,Average hip2 velocity,Average knee2 velocity,Top hip1 velocity,Top knee1 velocity,Top hip2 velocity,Top knee2 velocity,Min hip1 velocity,Min knee1 velocity,Min hip2 velocity,Min knee2 velocity,Average hip1 rotation,Average knee1 rotation,Average hip2 rotation,Average knee2 rotation,Top hip1 rotation,Top knee1 rotation,Top hip2 rotation,Top knee2 rotation,Min hip1 rotation,Min knee1 rotation,Min hip2 rotation,Min knee2 rotation,Best gene hip1 rotation,Best gene knee1 rotation,Best gene hip2 rotation,Best gene knee2 rotation,Best gene hip1 velocity,Best gene knee1 velocity,Best gene hip2 velocity,Best gene knee2 velocity
1,60.000004,122.860001,471.885986,85.391258,54.582840,56.020741,54.105995,51.839500,79.693573,78.994415,79.703407,79.121704,30.065741,30.570057,30.179543,30.178917,<-19.444565 | 56.604507>,<-78.012474 | -39.220997>,<-23.289576 | 59.855396>,<-77.821213 | -36.770573>,<159.013092 | 159.013092>,<-0.648220 | -0.648220>,<158.465515 | 158.465515>,<-0.545738 | -0.545738>,<-158.044418 | -158.044418>,<-159.619217 | -159.619217>,<-155.689529 | -155.689529>,<-156.272903 | -156.272903>,<13.202404 | 30.315369>,<-36.992207 | -8.327385>,<3.105232 | 10.816528>,<-45.426994 | -19.774824>,31.822392,64.969765,69.890335,62.874073
38,0.000000,591.799988,825.043884,122.365013,74.079987,71.583778,71.602455,73.202011,79.969048,79.880722,79.942566,79.977882,35.738476,50.903534,40.745480,43.540161,<5.113771 | 20.537256>,<-35.700607 | -9.967529>,<8.939134 | 18.854912>,<-33.854767 | -7.500139>,<60.249664 | 60.249664>,<-0.036654 | -0.036654>,<34.170670 | 34.170670>,<-0.004420 | -0.004420>,<-52.599552 | -52.599552>,<-74.366295 | -74.366295>,<-13.430879 | -13.430879>,<-80.510048 | -80.510048>,<20.159828 | 20.371035>,<-18.983322 | -18.317356>,<1.477147 | 8.217731>,<-0.421499 | -0.325896>,79.096283,75.388145,53.461533,69.758858
39,2.000000,591.450012,816.672668,309.408081,74.628563,71.005096,71.444038,73.690407,79.969048,79.880722,79.942566,79.944229,35.738476,33.168190,42.032028,31.779797,<7.233820 | 21.636597>,<-35.850956 | -9.519159>,<5.960633 | 20.231512>,<-33.971024 | -8.454265>,<129.516205 | 129.516205>,<-0.023542 | -0.023542>,<124.637390 | 124.637390>,<-0.004420 | -0.004420>,<-52.599552 | -52.599552>,<-158.484177 | -158.484177>,<-91.072388 | -91.072388>,<-137.916061 | -137.916061>,<3.784908 | 20.798433>,<-40.256824 | -8.172184>,<15.281632 | 23.831905>,<-12.673454 | -2.503664>,78.152603,72.916405,77.257027,79.588051
40,0.000000,594.609985,824.975281,219.986252,73.997993,71.832893,71.544594,75.027290,79.969048,79.880722,79.942566,79.944229,35.738476,39.430576,42.032028,43.540161,<6.058613 | 20.272406>,<-34.579899 | -8.936830>,<8.668580 | 19.858068>,<-36.316223 | -9.460626>,<48.977852 | 48.977852>,<-0.036654 | -0.036654>,<105.804504 | 105.804504>,<-0.003335 | -0.003335>,<-52.599552 | -52.599552>,<-101.595291 | -101.595291>,<-17.846184 | -17.846184>,<-139.351807 | -139.351807>,<10.061907 | 15.336766>,<-12.481822 | -10.697088>,<4.979391 | 21.238693>,<-0.515674 | -0.003335>,79.553337,79.843208,76.817879,79.518730
41,1.000000,596.309998,823.884644,247.281235,74.534698,72.203171,71.181335,74.958916,79.968506,79.936752,79.942566,79.995972,41.798538,34.758064,32.706398,42.428410,<7.411039 | 21.538218>,<-37.252491 | -10.109639>,<9.169049 | 20.474783>,<-36.955624 | -9.245295>,<147.086456 | 147.086456>,<-0.036654 | -0.036654>,<135.286835 | 135.286835>,<-0.003335 | -0.003335>,<-52.599552 | -52.599552>,<-156.614319 | -156.614319>,<-33.539791 | -33.539791>,<-156.675964 | -156.675964>,<10.061907 | 15.336766>,<-12.481822 | -10.697088>,<4.979391 | 21.238693>,<-0.515674 | -0.003335>,79.553337,79.843208,76.817879,79.518730
42,1.000000,609.340027,828.696045,161.605621,74.446770,71.931435,71.454697,75.143822,79.984436,79.843208,79.942566,79.995972,41.798538,40.040287,48.869598,33.617870,<6.599129 | 20.565319>,<-39.323112 | -9.684654>,<10.066196 | 20.026844>,<-38.229008 | -9.564406>,<94.443420 | 94.443420>,<-0.055466 | -0.055466>,<124.948151 | 124.948151>,<-0.003335 | -0.003335>,<-56.067806 | -56.067806>,<-128.216660 | -128.216660>,<-37.721657 | -37.721657>,<-115.034698 | -115.034698>,<20.159828 | 20.371035>,<-18.983322 | -18.317356>,<1.477147 | 8.217731>,<-0.421499 | -0.325896>,79.096283,75.388145,53.461533,69.758858
43,1.000000,603.450012,828.469055,374.981781,74.134270,71.892303,71.272980,75.826500,79.984436,79.843208,79.942566,79.995972,33.933556,50.903534,41.079887,50.969185,<7.350825 | 20.516861>,<-38.469784 | -10.116607>,<9.012325 | 20.124464>,<-35.412716 | -8.956510>,<60.208405 | 60.208405>,<-0.055466 | -0.055466>,<60.199356 | 60.199356>,<-0.003335 | -0.003335>,<-16.915833 | -16.915833>,<-137.318100 | -137.318100>,<-43.783142 | -43.783142>,<-89.100883 | -89.100883>,<10.061907 | 15.336766>,<-12.481822 | -10.697088>,<4.979391 | 21.238693>,<-0.515674 | -0.003335>,79.553337,79.843208,76.817879,79.518730
44,0.000000,633.960022,825.456299,439.561707,75.245056,72.545006,72.559067,76.147476,79.984436,79.917885,79.942566,79.995972,41.798538,50.903534,53.461533,50.969185,<7.670457 | 19.488911>,<-36.892769 | -8.699496>,<9.103671 | 19.567432>,<-35.568310 | -7.320413>,<34.983868 | 34.983868>,<-0.019500 | -0.019500>,<38.210907 | 38.210907>,<-0.003335 | -0.003335>,<-13.309773 | -13.309773>,<-62.019356 | -62.019356>,<-13.430879 | -13.430879>,<-87.218277 | -87.218277>,<20.159828 | 20.371035>,<-18.983322 | -18.317356>,<1.477147 | 8.217731>,<-0.421499 | -0.325896>,79.096283,75.388145,53.461533,69.758858
45,1.000000,625.549988,822.395264,226.650909,75.642525,72.583855,73.283562,76.039696,79.986557,79.843208,79.942566,79.995972,45.211185,50.903534,53.461533,50.969185,<6.789538 | 19.265596>,<-37.547680 | -9.436633>,<9.283553 | 18.781727>,<-37.195412 | -7.361422>,<34.983868 | 34.983868>,<-0.019500 | -0.019500>,<29.166775 | 29.166775>,<-0.001896 | -0.001896>,<-39.441029 | -39.441029>,<-74.979645 | -74.979645>,<-10.723144 | -10.723144>,<-87.218277 | -87.218277>,<20.159828 | 20.371035>,<-18.983322 | -18.317356>,<1.477147 | 8.217731>,<-0.421499 | -0.325896>,79.096283,75.388145,53.461533,69.758858
46,0.000000,664.460022,874.164551,368.371002,75.606255,73.385925,72.638878,76.141243,79.986557,79.843208,79.942566,79.995972,45.211185,50.903534,53.461533,50.969185,<5.899632 | 19.053177>,<-38.118149 | -9.383033>,<9.805513 | 18.770384>,<-37.266422 | -7.999794>,<34.983868 | 34.983868>,<-0.019500 | -0.019500>,<37.383423 | 37.383423>,<-0.001896 | -0.001896>,<-14.083536 | -14.083536>,<-62.063114 | -62.063114>,<-10.723144 | -10.723144>,<-87.218277 | -87.218277>,<20.159828 | 20.371035>,<-18.983322 | -18.317356>,<1.477147 | 8.217731>,<-0.421499 | -0.325896>,79.096283,75.388145,53.461533,69.758858
47,0.000000,648.130005,845.827942,231.749130,75.493027,72.953270,72.279434,76.186989,79.986557,79.859970,79.942566,79.995972,45.211185,50.840816,37.148308,49.675350,<6.384757 | 19.852777>,<-38.928295 | -9.081039>,<9.429407 | 18.524542>,<-37.795185 | -8.860128>,<38.537582 | 38.537582>,<-0.000982 | -0.000982>,<38.790619 | 38.790619>,<-0.001896 | -0.001896>,<-9.362001 | -9.362001>,<-62.019356 | -62.019356>,<-11.434966 | -11.434966>,<-87.218277 | -87.218277>,<10.061907 | 15.336766>,<-12.481822 | -10.697088>,<4.979391 | 21.238693>,<-0.515674 | -0.003335>,79.553337,79.843208,76.817879,79.518730
48,1.000000,618.109985,815.035645,227.150894,75.665901,72.623344,72.477196,75.826942,79.979797,79.859970,79.942566,79.995972,45.211185,45.449783,34.377136,37.219883,<6.882249 | 20.867199>,<-39.373360 | -9.397107>,<10.386415 | 20.011675>,<-38.206150 | -9.116081>,<40.495132 | 40.495132>,<-0.019500 | -0.019500>,<99.505081 | 99.505081>,<-0.001896 | -0.001896>,<-31.083984 | -31.083984>,<-71.704048 | -71.704048>,<-5.618787 | -5.618787>,<-87.218277 | -87.218277>,<10.061907 | 15.336766>,<-12.481822 | -10.697088>,<4.979391 | 21.238693>,<-0.515674 | -0.003335>,79.553337,79.843208,76.817879,79.518730
49,1.000000,640.530029,918.635071,289.367676,75.798805,72.277176,72.524940,75.975624,79.979797,79.963928,79.942566,79.995972,45.211185,35.309635,41.351627,35.767799,<6.234270 | 21.691971>,<-38.896896 | -9.691496>,<9.457470 | 19.979908>,<-40.187901 | -10.059149>,<154.521820 | 154.521820>,<-0.055466 | -0.055466>,<124.141937 | 124.141937>,<-0.001896 | -0.001896>,<-79.251747 | -79.251747>,<-137.995667 | -137.995667>,<-74.624794 | -74.624794>,<-157.272507 | -157.272507>,<12.091984 | 13.385183>,<-12.813368 | -6.504644>,<5.343419 | 21.383495>,<-32.141289 | -15.647995>,76.971939,70.729172,77.295036,79.743713
50,1.000000,641.479980,899.085632,379.018555,76.505089,72.976402,72.751167,76.746346,79.996887,79.859970,79.942566,79.995972,53.625179,50.766327,34.133343,51.337746,<5.613187 | 20.124924>,<-37.699303 | -9.498005>,<10.406273 | 19.438608>,<-39.120232 | -8.963306>,<43.848438 | 43.848438>,<-0.055466 | -0.055466>,<42.439392 | 42.439392>,<-0.001896 | -0.001896>,<-94.328644 | -94.328644>,<-62.019356 | -62.019356>,<-3.552513 | -3.552513>,<-87.218277 | -87.218277>,<12.091984 | 13.385183>,<-12.813368 | -6.504644>,<5.343419 | 21.383495>,<-32.141289 | -15.647995>,76.971939,70.729172,77.295036,79.743713
51,0.000000,650.429993,882.037659,303.833069,76.891731,72.834274,73.578064,76.685402,79.996887,79.965622,79.942566,79.995972,54.432938,43.207222,33.982605,38.031792,<5.904569 | 19.352999>,<-36.151962 | -9.554652>,<10.067112 | 18.667469>,<-36.963409 | -7.445657>,<35.880787 | 35.880787>,<-0.055466 | -0.055466>,<30.259705 | 30.259705>,<-0.001896 | -0.001896>,<-22.307880 | -22.307880>,<-56.873154 | -56.873154>,<-6.539010 | -6.539010>,<-77.737068 | -77.737068>,<10.061907 | 15.336766>,<-12.481822 | -10.697088>,<4.979391 | 21.238693>,<-0.515674 | -0.003335>,79.553337,79.843208,76.817879,79.518730
52,1.000000,644.130005,823.723145,230.414108,76.868629,73.284782,74.132706,77.084435,79.996887,79.965622,79.942566,79.995972,54.432938,54.096867,48.521347,55.444435,<6.227140 | 19.924580>,<-36.450016 | -9.491608>,<9.303622 | 18.907429>,<-37.712486 | -6.521808>,<65.301132 | 65.301132>,<-0.055466 | -0.055466>,<80.832687 | 80.832687>,<-0.001896 | -0.001896>,<-29.839912 | -29.839912>,<-84.640602 | -84.640602>,<-52.068516 | -52.068516>,<-92.264053 | -92.264053>,<3.289926 | 21.734188>,<-30.621258 | -11.176005>,<9.611628 | 17.656654>,<-39.865513 | -12.223400>,79.073067,78.014015,79.352295,78.069626
53,0.000000,657.869995,833.416931,249.891129,77.737083,72.381592,74.178696,76.415855,79.996887,79.997505,79.942566,79.995972,54.432938,46.072876,36.010056,47.394741,<5.278371 | 19.567230>,<-37.490681 | -9.874664>,<11.285431 | 19.789324>,<-38.759506 | -7.900850>,<33.733597 | 33.733597>,<-0.055466 | -0.055466>,<70.232956 | 70.232956>,<-0.001896 | -0.001896>,<-23.581139 | -23.581139>,<-63.294777 | -63.294777>,<-6.292679 | -6.292679>,<-117.963890 | -117.963890>,<20.159828 | 20.371035>,<-18.983322 | -18.317356>,<1.477147 | 8.217731>,<-0.421499 | -0.325896>,79.096283,75.388145,53.461533,69.758858
54,0.000000,663.599976,837.070068,200.409973,77.588997,72.895638,74.442444,76.496452,79.996887,79.997505,79.942566,79.995972,54.432938,36.067898,37.930664,54.897720,<5.165923 | 19.542013>,<-36.571896 | -9.577387>,<11.263919 | 19.306040>,<-37.729000 | -7.654907>,<30.483681 | 30.483681>,<-0.055466 | -0.055466>,<81.720139 | 81.720139>,<-0.001896 | -0.001896>,<-28.238537 | -28.238537>,<-158.902069 | -158.902069>,<-6.652626 | -6.652626>,<-139.149094 | -139.149094>,<3.289926 | 21.734188>,<-30.621258 | -11.176005>,<9.611628 | 17.656654>,<-39.865513 | -12.223400>,79.073067,78.014015,79.352295,78.069626
55,0.000000,661.919983,821.087524,394.132843,77.539848,74.264153,75.480423,76.984520,79.967598,79.997505,79.991829,79.995972,54.432938,54.096867,53.461533,69.758858,<5.896171 | 20.024979>,<-37.216461 | -9.495183>,<11.130518 | 19.274220>,<-37.785957 | -7.509116>,<31.645098 | 31.645098>,<-0.131442 | -0.131442>,<35.996284 | 35.996284>,<-0.001896 | -0.001896>,<-2.720862 | -2.720862>,<-69.928932 | -69.928932>,<-3.552513 | -3.552513>,<-73.861763 | -73.861763>,<20.159828 | 20.371035>,<-18.983322 | -18.317356>,<1.477147 | 8.217731>,<-0.421499 | -0.325896>,79.096283,75.388145,53.461533,69.758858
56,1.000000,652.500000,830.325989,170.305252,78.043556,74.332474,75.231087,76.796951,79.993469,79.997505,79.991829,79.995972,54.432938,54.705700,41.674820,44.047699,<5.551009 | 20.301722>,<-38.150486 | -11.220355>,<8.666766 | 18.458437>,<-36.412350 | -8.038460>,<74.014725 | 74.014725>,<-0.155351 | -0.155351>,<37.529007 | 37.529007>,<-0.001124 | -0.001124>,<-12.995499 | -12.995499>,<-149.704437 | -149.704437>,<-145.248688 | -145.248688>,<-132.765579 | -132.765579>,<2.561393 | 19.205717>,<-20.099758 | -2.756533>,<6.545732 | 19.149899>,<-43.506844 | -14.185347>,77.802353,79.428635,77.295036,76.063972
57,0.000000,674.739990,835.475586,344.100342,78.196625,73.935570,76.108421,77.148193,79.993469,79.997505,79.991829,79.995972,54.432938,54.705700,53.461533,69.758858,<5.400267 | 19.571629>,<-37.214828 | -10.652323>,<9.653994 | 17.895267>,<-35.669964 | -6.822505>,<32.454933 | 32.454933>,<-0.995153 | -0.995153>,<31.653105 | 31.653105>,<-0.001467 | -0.001467>,<-0.843389 | -0.843389>,<-59.081364 | -59.081364>,<-14.195442 | -14.195442>,<-57.785908 | -57.785908>,<2.561393 | 19.205717>,<-20.099758 | -2.756533>,<6.545732 | 19.149899>,<-43.506844 | -14.185347>,77.802353,79.428635,77.295036,76.063972
58,0.000000,670.729980,825.661011,332.512115,78.215988,74.225090,76.417496,77.134399,79.967598,79.997505,79.991829,79.995972,54.432938,63.742367,53.461533,69.758858,<5.365073 | 19.832314>,<-36.269482 | -9.769066>,<10.264796 | 18.443087>,<-34.976540 | -7.454605>,<32.454933 | 32.454933>,<-0.561458 | -0.561458>,<29.845680 | 29.845680>,<-0.001467 | -0.001467>,<-2.153027 | -2.153027>,<-76.310333 | -76.310333>,<-7.077497 | -7.077497>,<-57.785908 | -57.785908>,<3.289926 | 21.734188>,<-30.621258 | -11.176005>,<9.611628 | 17.656654>,<-39.865513 | -12.223400>,79.073067,78.014015,79.352295,78.069626
59,1.000000,667.760010,822.263245,343.894684,77.781769,74.468185,76.309731,76.740173,79.967598,79.997505,79.991829,79.995972,54.432938,56.837460,46.891888,32.061592,<4.976079 | 20.579765>,<-38.158119 | -10.668775>,<10.476418 | 19.546360>,<-35.998070 | -8.659748>,<72.660477 | 72.660477>,<-0.071664 | -0.071664>,<73.000534 | 73.000534>,<-0.001467 | -0.001467>,<-16.861610 | -16.861610>,<-103.881622 | -103.881622>,<-69.013840 | -69.013840>,<-70.920593 | -70.920593>,<10.061907 | 15.336766>,<-12.481822 | -10.697088>,<4.979391 | 21.238693>,<-0.515674 | -0.003335>,79.553337,79.843208,76.817879,79.518730
60,0.000000,664.830017,850.419067,229.072525,78.482765,75.260612,76.789238,77.499008,79.967598,79.997505,79.991829,79.931366,67.618950,63.742367,61.983833,73.006927,<5.431499 | 19.459742>,<-34.912254 | -9.453289>,<9.955484 | 17.218098>,<-35.695679 | -7.481816>,<31.983412 | 31.983412>,<-0.248197 | -0.248197>,<27.867292 | 27.867292>,<-0.001467 | -0.001467>,<0.247167 | 0.247167>,<-56.669945 | -56.669945>,<-7.787994 | -7.787994>,<-67.530106 | -67.530106>,<10.061907 | 15.336766>,<-12.481822 | -10.697088>,<4.979391 | 21.238693>,<-0.515674 | -0.003335>,79.553337,79.843208,76.817879,79.518730
61,1.000000,687.969971,851.590088,394.238464,78.658669,74.976273,76.285477,77.321098,79.994179,79.997505,79.991829,79.931366,65.762390,47.943195,33.172546,49.345207,<3.818071 | 20.754986>,<-35.243690 | -9.370713>,<10.983101 | 19.509401>,<-35.788380 | -7.165933>,<107.107056 | 107.107056>,<-0.108495 | -0.108495>,<134.385498 | 134.385498>,<-0.001467 | -0.001467>,<-125.420502 | -125.420502>,<-56.669945 | -56.669945>,<-5.914655 | -5.914655>,<-133.233841 | -133.233841>,<10.061907 | 15.336766>,<-12.481822 | -10.697088>,<4.979391 | 21.238693>,<-0.515674 | -0.003335>,79.553337,79.843208,76.817879,79.518730
62,1.000000,680.760010,829.528625,309.777893,78.590652,75.099510,76.710327,77.387718,79.967598,79.997505,79.969193,79.999405,65.953560,61.315254,39.560905,58.417854,<4.190197 | 19.744007>,<-33.788223 | -10.327383>,<8.706934 | 17.860723>,<-34.104218 | -6.853710>,<31.983412 | 31.983412>,<-0.233980 | -0.233980>,<117.792023 | 117.792023>,<-0.001467 | -0.001467>,<-110.693527 | -110.693527>,<-112.552490 | -112.552490>,<-96.975784 | -96.975784>,<-94.852615 | -94.852615>,<10.061907 | 15.336766>,<-12.481822 | -10.697088>,<4.979391 | 21.238693>,<-0.515674 | -0.003335>,79.553337,79.843208,76.817879,79.518730
63,2.000000,668.640015,835.309082,424.934967,78.138451,74.322617,76.383766,77.069633,79.973213,79.997505,79.969193,79.999405,44.818283,32.846783,35.199581,53.018692,<3.818803 | 20.543760>,<-33.748940 | -10.354618>,<8.801384 | 17.734386>,<-33.171410 | -7.695156>,<32.962280 | 32.962280>,<-1.285046 | -1.285046>,<117.286102 | 117.286102>,<-0.001467 | -0.001467>,<-99.248001 | -99.248001>,<-86.591644 | -86.591644>,<-47.015579 | -47.015579>,<-125.145950 | -125.145950>,<0.395748 | 22.931450>,<-33.987522 | -3.616552>,<12.868105 | 12.924999>,<-12.858576 | -12.352194>,79.283592,78.201172,78.488586,74.232765
64,0.000000,681.849976,843.004028,166.888138,78.295341,74.774345,77.341492,77.359680,79.967598,79.997505,79.969193,79.999405,44.256638,33.615879,61.983833,41.588684,<4.694195 | 20.684582>,<-34.783592 | -10.027949>,<10.014848 | 17.909540>,<-34.422714 | -8.272182>,<39.275215 | 39.275215>,<-0.382800 | -0.382800>,<38.277885 | 38.277885>,<-0.001467 | -0.001467>,<-20.743332 | -20.743332>,<-60.992233 | -60.992233>,<-21.122923 | -21.122923>,<-66.400330 | -66.400330>,<10.061907 | 15.336766>,<-12.481822 | -10.697088>,<4.979391 | 21.238693>,<-0.515674 | -0.003335>,79.553337,79.843208,76.817879,79.518730
65,0.000000,690.789978,833.882385,496.255249,78.724808,75.046638,77.348480,77.792725,79.967598,79.997505,79.969193,79.931366,72.951614,63.742367,67.868134,72.540268,<4.793792 | 20.307558>,<-33.962090 | -9.333351>,<10.384804 | 17.589785>,<-34.051399 | -7.661569>,<32.449509 | 32.449509>,<-0.382800 | -0.382800>,<29.730385 | 29.730385>,<-0.000236 | -0.000236>,<-1.227509 | -1.227509>,<-60.992233 | -60.992233>,<-5.379913 | -5.379913>,<-56.477581 | -56.477581>,<2.311213 | 19.008734>,<-19.187283 | -2.389621>,<8.177376 | 20.951721>,<-49.040131 | -15.048414>,77.674225,72.073364,79.484680,74.994720
66,0.000000,679.570007,831.739990,232.061646,78.822227,75.013664,77.930138,77.800461,79.967598,79.997505,79.999893,79.967781,72.951614,63.742367,67.868134,72.540268,<5.213082 | 20.351326>,<-31.602320 | -8.634143>,<10.087673 | 17.178871>,<-33.227413 | -7.141036>,<32.449509 | 32.449509>,<-0.382800 | -0.382800>,<33.153450 | 33.153450>,<-0.000669 | -0.000669>,<-4.270742 | -4.270742>,<-60.992233 | -60.992233>,<-16.862293 | -16.862293>,<-59.578144 | -59.578144>,<10.061907 | 15.336766>,<-12.481822 | -10.697088>,<4.979391 | 21.238693>,<-0.515674 | -0.003335>,79.553337,79.843208,76.817879,79.518730
67,3.000000,676.770020,833.894592,429.745850,78.140999,74.082779,77.303375,77.632385,79.958450,79.997505,79.969193,79.892509,32.979519,32.723804,49.081337,61.245872,<2.614250 | 22.300495>,<-34.430344 | -12.089399>,<8.153858 | 18.518383>,<-35.816177 | -9.509034>,<106.631897 | 106.631897>,<-0.256740 | -0.256740>,<131.213318 | 131.213318>,<-0.000669 | -0.000669>,<-131.327209 | -131.327209>,<-156.297913 | -156.297913>,<-151.093719 | -151.093719>,<-148.224060 | -148.224060>,<2.311213 | 19.008734>,<-19.187283 | -2.389621>,<8.177376 | 20.951721>,<-49.040131 | -15.048414>,77.674225,72.073364,79.484680,74.994720
68,1.000000,675.460022,815.600647,259.823273,78.264526,74.707863,77.664459,77.438408,79.958450,79.997505,79.969193,79.827934,44.618385,32.612732,30.427782,62.583088,<5.695116 | 20.954607>,<-32.200428 | -9.999790>,<9.832459 | 18.054535>,<-33.901169 | -7.392894>,<79.019196 | 79.019196>,<-0.178802 | -0.178802>,<94.131668 | 94.131668>,<-0.000669 | -0.000669>,<-3.390963 | -3.390963>,<-103.544174 | -103.544174>,<-55.429115 | -55.429115>,<-116.346909 | -116.346909>,<10.061907 | 15.336766>,<-12.481822 | -10.697088>,<4.979391 | 21.238693>,<-0.515674 | -0.003335>,79.553337,79.843208,76.817879,79.518730
69,0.000000,698.890015,864.036987,238.574585,78.593620,74.877434,77.859734,77.365936,79.993347,79.997818,79.969193,79.993965,56.640503,63.077782,39.654591,43.264317,<5.870242 | 20.048269>,<-31.937859 | -9.178830>,<8.992682 | 16.147238>,<-33.437790 | -7.626508>,<29.579514 | 29.579514>,<-0.294116 | -0.294116>,<36.527275 | 36.527275>,<-0.000669 | -0.000669>,<-1.962482 | -1.962482>,<-49.440266 | -49.440266>,<-23.138800 | -23.138800>,<-51.577721 | -51.577721>,<5.301781 | 21.409771>,<-36.531452 | -8.581156>,<1.631264 | 16.829765>,<-23.427372 | -19.482969>,79.283592,72.221275,79.470222,75.334778
70,1.000000,675.409973,937.335632,355.882477,78.525124,74.515129,78.099960,77.253387,79.958450,79.997505,79.969193,79.993965,47.114567,47.607235,63.922958,49.044281,<4.110279 | 21.558208>,<-34.304382 | -8.922934>,<7.570216 | 17.653572>,<-35.193138 | -9.496032>,<155.136200 | 155.136200>,<-0.202086 | -0.202086>,<116.209534 | 116.209534>,<-0.001467 | -0.001467>,<-140.298553 | -140.298553>,<-135.304291 | -135.304291>,<-139.529327 | -139.529327>,<-122.008789 | -122.008789>,<3.413641 | 19.097868>,<-44.711517 | -35.441757>,<9.179546 | 14.806612>,<-38.738716 | -27.137335>,79.283592,79.851509,74.958176,79.522316
71,0.000000,674.609985,824.239258,271.471497,78.834465,73.508331,78.227768,77.859619,79.958450,79.997505,79.969193,79.993965,72.951614,47.607235,67.868134,72.567375,<5.446784 | 20.070221>,<-32.492935 | -9.325707>,<8.610808 | 16.409149>,<-35.758114 | -10.130145>,<29.623594 | 29.623594>,<-0.202086 | -0.202086>,<36.527275 | 36.527275>,<-0.001467 | -0.001467>,<-4.362693 | -4.362693>,<-67.694977 | -67.694977>,<-5.696392 | -5.696392>,<-58.644779 | -58.644779>,<10.061907 | 15.336766>,<-12.481822 | -10.697088>,<4.979391 | 21.238693>,<-0.515674 | -0.003335>,79.553337,79.843208,76.817879,79.518730
72,1.000000,684.650024,932.924194,347.034515,78.648674,73.746429,78.148308,77.566223,79.979462,79.997505,79.969193,79.996468,51.697136,44.205528,57.481461,54.992271,<4.557581 | 19.641979>,<-32.508118 | -8.712393>,<8.514707 | 16.465971>,<-36.418968 | -9.331154>,<33.719864 | 33.719864>,<-0.203507 | -0.203507>,<69.805389 | 69.805389>,<-0.001467 | -0.001467>,<-61.261185 | -61.261185>,<-91.620331 | -91.620331>,<-9.425639 | -9.425639>,<-107.440979 | -107.440979>,<3.413641 | 19.097868>,<-44.711517 | -35.441757>,<9.179546 | 14.806612>,<-38.738716 | -27.137335>,79.283592,79.851509,74.958176,79.522316
73,2.000000,656.880005,875.624390,194.283142,78.487968,73.618309,77.624001,77.298935,79.979462,79.997505,79.969193,79.998077,45.109806,47.607235,44.408485,34.064404,<4.402894 | 21.674528>,<-32.623913 | -9.582947>,<8.922737 | 19.387016>,<-38.099976 | -11.506458>,<91.941025 | 91.941025>,<-0.121284 | -0.121284>,<91.241379 | 91.241379>,<-0.003335 | -0.003335>,<-93.923325 | -93.923325>,<-100.284966 | -100.284966>,<-38.640751 | -38.640751>,<-98.077698 | -98.077698>,<10.061907 | 15.336766>,<-12.481822 | -10.697088>,<4.979391 | 21.238693>,<-0.515674 | -0.003335>,79.553337,79.843208,76.817879,79.518730
74,1.000000,676.479980,875.490784,2.562188,78.912689,74.978409,78.292923,78.023926,79.979462,79.997505,79.969193,79.998077,63.870483,62.806648,54.738937,73.006927,<5.290404 | 19.985596>,<-31.801426 | -8.744711>,<8.460045 | 17.831532>,<-37.752113 | -9.548676>,<37.394081 | 37.394081>,<-0.240503 | -0.240503>,<58.692780 | 58.692780>,<-0.003335 | -0.003335>,<-74.334595 | -74.334595>,<-110.639381 | -110.639381>,<-9.901293 | -9.901293>,<-112.552597 | -112.552597>,<7.959861 | 21.270626>,<-23.176432 | -8.590878>,<16.059618 | 19.831579>,<-43.668812 | -0.486291>,79.601273,78.835709,79.665962,78.891060
75,1.000000,693.820007,885.296570,245.025375,78.780266,75.201912,78.368805,78.073250,79.989784,79.997505,79.969193,79.998077,41.209244,63.077782,45.492348,73.006927,<3.967216 | 19.921061>,<-30.790682 | -8.703634>,<8.184855 | 17.816214>,<-36.977516 | -8.864890>,<104.946167 | 104.946167>,<-0.240503 | -0.240503>,<107.731354 | 107.731354>,<-0.003335 | -0.003335>,<-149.094910 | -149.094910>,<-67.774734 | -67.774734>,<-12.724027 | -12.724027>,<-117.245026 | -117.245026>,<18.134556 | 27.591047>,<-9.200605 | -0.904244>,<18.719854 | 23.808720>,<-44.100002 | -0.346908>,78.914932,79.876877,79.658684,79.985092
76,0.000000,705.489990,888.140747,234.690765,79.064018,75.256241,78.759895,77.846092,79.989784,79.997505,79.969193,79.996468,75.959709,63.077782,68.887268,73.006927,<5.630307 | 19.005497>,<-28.694765 | -8.632762>,<7.740975 | 15.977491>,<-35.264675 | -7.391762>,<29.623594 | 29.623594>,<-0.294116 | -0.294116>,<47.876301 | 47.876301>,<-0.001515 | -0.001515>,<-4.951764 | -4.951764>,<-61.248844 | -61.248844>,<-16.248011 | -16.248011>,<-56.997524 | -56.997524>,<7.959861 | 21.270626>,<-23.176432 | -8.590878>,<16.059618 | 19.831579>,<-43.668812 | -0.486291>,79.601273,78.835709,79.665962,78.891060
